source_index|h_power|x_power|y_power|expr
155|0|5|1|-A3_4_0*h_1_1-A4_5_1+auxP4_5_1
156|0|0|0|-B2_0_0+auxQ2_0_0-h_0_0^2
157|0|0|1|-B2_0_1+auxQ2_0_1-2*h_0_0*h_0_1
158|0|0|2|-B2_0_2+auxQ2_0_2-2*h_0_0*h_0_2-h_0_1^2
159|0|0|3|-B2_0_3+auxQ2_0_3-2*h_0_0*h_0_3-2*h_0_1*h_0_2
160|0|0|4|-B2_0_4+auxQ2_0_4-2*h_0_0*h_0_4-2*h_0_1*h_0_3-h_0_2^2
161|0|0|5|-B2_0_5+auxQ2_0_5-2*h_0_0*h_0_5-2*h_0_1*h_0_4-2*h_0_2*h_0_3
162|0|0|6|auxQ2_0_6-2*h_0_0-2*h_0_1*h_0_5-2*h_0_2*h_0_4-h_0_3^2
163|0|0|7|auxQ2_0_7-2*h_0_1-2*h_0_2*h_0_5-2*h_0_3*h_0_4
164|0|0|8|auxQ2_0_8-2*h_0_2-2*h_0_3*h_0_5-h_0_4^2
165|0|0|9|auxQ2_0_9-2*h_0_3-2*h_0_4*h_0_5
166|0|0|10|auxQ2_0_10-2*h_0_4-h_0_5^2
167|0|0|11|auxQ2_0_11-2*h_0_5
168|0|1|0|-B2_1_0+auxQ2_1_0-2*h_0_0*h_1_0
169|0|1|1|-B2_1_1+auxQ2_1_1-2*h_0_0*h_1_1-2*h_0_1*h_1_0
170|0|1|2|-B2_1_2+auxQ2_1_2-2*h_0_1*h_1_1-2*h_0_2*h_1_0
171|0|1|3|-B2_1_3+auxQ2_1_3-2*h_0_2*h_1_1-2*h_0_3*h_1_0
172|0|1|4|-B2_1_4+auxQ2_1_4-2*h_0_3*h_1_1-2*h_0_4*h_1_0
173|0|1|5|-B2_1_5+auxQ2_1_5-2*h_0_4*h_1_1-2*h_0_5*h_1_0
174|0|1|6|auxQ2_1_6-2*h_0_5*h_1_1-2*h_1_0
175|0|1|7|auxQ2_1_7-2*h_1_1
176|0|2|0|-B2_2_0+auxQ2_2_0-h_1_0^2
177|0|2|1|-B2_2_1+auxQ2_2_1-2*h_1_0*h_1_1
178|0|2|2|-B2_2_2+auxQ2_2_2-h_1_1^2
179|0|0|0|-auxQ2_0_0*h_0_0+auxQ3_0_0
180|0|0|1|-B3_0_1-auxQ2_0_0*h_0_1-auxQ2_0_1*h_0_0+auxQ3_0_1
181|0|0|2|-B3_0_2-auxQ2_0_0*h_0_2-auxQ2_0_1*h_0_1-auxQ2_0_2*h_0_0+auxQ3_0_2
182|0|0|3|-B3_0_3-auxQ2_0_0*h_0_3-auxQ2_0_1*h_0_2-auxQ2_0_2*h_0_1-auxQ2_0_3*h_0_0+auxQ3_0_3
183|0|0|4|-B3_0_4-auxQ2_0_0*h_0_4-auxQ2_0_1*h_0_3-auxQ2_0_2*h_0_2-auxQ2_0_3*h_0_1-auxQ2_0_4*h_0_0+auxQ3_0_4
184|0|0|5|-B3_0_5-auxQ2_0_0*h_0_5-auxQ2_0_1*h_0_4-auxQ2_0_2*h_0_3-auxQ2_0_3*h_0_2-auxQ2_0_4*h_0_1-auxQ2_0_5*h_0_0+auxQ3_0_5
185|0|0|6|-auxQ2_0_0-auxQ2_0_1*h_0_5-auxQ2_0_2*h_0_4-auxQ2_0_3*h_0_3-auxQ2_0_4*h_0_2-auxQ2_0_5*h_0_1-auxQ2_0_6*h_0_0+auxQ3_0_6
186|0|0|7|-auxQ2_0_1-auxQ2_0_2*h_0_5-auxQ2_0_3*h_0_4-auxQ2_0_4*h_0_3-auxQ2_0_5*h_0_2-auxQ2_0_6*h_0_1-auxQ2_0_7*h_0_0+auxQ3_0_7
187|0|0|8|-auxQ2_0_2-auxQ2_0_3*h_0_5-auxQ2_0_4*h_0_4-auxQ2_0_5*h_0_3-auxQ2_0_6*h_0_2-auxQ2_0_7*h_0_1-auxQ2_0_8*h_0_0+auxQ3_0_8
188|0|0|9|-auxQ2_0_3-auxQ2_0_4*h_0_5-auxQ2_0_5*h_0_4-auxQ2_0_6*h_0_3-auxQ2_0_7*h_0_2-auxQ2_0_8*h_0_1-auxQ2_0_9*h_0_0+auxQ3_0_9
189|0|0|10|-auxQ2_0_10*h_0_0-auxQ2_0_4-auxQ2_0_5*h_0_5-auxQ2_0_6*h_0_4-auxQ2_0_7*h_0_3-auxQ2_0_8*h_0_2-auxQ2_0_9*h_0_1+auxQ3_0_10
190|0|0|11|-auxQ2_0_10*h_0_1-auxQ2_0_11*h_0_0-auxQ2_0_5-auxQ2_0_6*h_0_5-auxQ2_0_7*h_0_4-auxQ2_0_8*h_0_3-auxQ2_0_9*h_0_2+auxQ3_0_11
191|0|0|12|-auxQ2_0_10*h_0_2-auxQ2_0_11*h_0_1-auxQ2_0_6-auxQ2_0_7*h_0_5-auxQ2_0_8*h_0_4-auxQ2_0_9*h_0_3+auxQ3_0_12-h_0_0
192|0|0|13|-auxQ2_0_10*h_0_3-auxQ2_0_11*h_0_2-auxQ2_0_7-auxQ2_0_8*h_0_5-auxQ2_0_9*h_0_4+auxQ3_0_13-h_0_1
193|0|0|14|-auxQ2_0_10*h_0_4-auxQ2_0_11*h_0_3-auxQ2_0_8-auxQ2_0_9*h_0_5+auxQ3_0_14-h_0_2
194|0|0|15|-auxQ2_0_10*h_0_5-auxQ2_0_11*h_0_4-auxQ2_0_9+auxQ3_0_15-h_0_3
195|0|0|16|-auxQ2_0_10-auxQ2_0_11*h_0_5+auxQ3_0_16-h_0_4
196|0|0|17|-auxQ2_0_11+auxQ3_0_17-h_0_5
197|0|1|0|-B3_1_0-auxQ2_0_0*h_1_0-auxQ2_1_0*h_0_0+auxQ3_1_0
198|0|1|1|-B3_1_1-auxQ2_0_0*h_1_1-auxQ2_0_1*h_1_0-auxQ2_1_0*h_0_1-auxQ2_1_1*h_0_0+auxQ3_1_1
199|0|1|2|-B3_1_2-auxQ2_0_1*h_1_1-auxQ2_0_2*h_1_0-auxQ2_1_0*h_0_2-auxQ2_1_1*h_0_1-auxQ2_1_2*h_0_0+auxQ3_1_2
200|0|1|3|-B3_1_3-auxQ2_0_2*h_1_1-auxQ2_0_3*h_1_0-auxQ2_1_0*h_0_3-auxQ2_1_1*h_0_2-auxQ2_1_2*h_0_1-auxQ2_1_3*h_0_0+auxQ3_1_3
201|0|1|4|-B3_1_4-auxQ2_0_3*h_1_1-auxQ2_0_4*h_1_0-auxQ2_1_0*h_0_4-auxQ2_1_1*h_0_3-auxQ2_1_2*h_0_2-auxQ2_1_3*h_0_1-auxQ2_1_4*h_0_0+auxQ3_1_4
202|0|1|5|-B3_1_5-auxQ2_0_4*h_1_1-auxQ2_0_5*h_1_0-auxQ2_1_0*h_0_5-auxQ2_1_1*h_0_4-auxQ2_1_2*h_0_3-auxQ2_1_3*h_0_2-auxQ2_1_4*h_0_1-auxQ2_1_5*h_0_0+auxQ3_1_5
203|0|1|6|-auxQ2_0_5*h_1_1-auxQ2_0_6*h_1_0-auxQ2_1_0-auxQ2_1_1*h_0_5-auxQ2_1_2*h_0_4-auxQ2_1_3*h_0_3-auxQ2_1_4*h_0_2-auxQ2_1_5*h_0_1-auxQ2_1_6*h_0_0+auxQ3_1_6
204|0|1|7|-auxQ2_0_6*h_1_1-auxQ2_0_7*h_1_0-auxQ2_1_1-auxQ2_1_2*h_0_5-auxQ2_1_3*h_0_4-auxQ2_1_4*h_0_3-auxQ2_1_5*h_0_2-auxQ2_1_6*h_0_1-auxQ2_1_7*h_0_0+auxQ3_1_7
205|0|1|8|-auxQ2_0_7*h_1_1-auxQ2_0_8*h_1_0-auxQ2_1_2-auxQ2_1_3*h_0_5-auxQ2_1_4*h_0_4-auxQ2_1_5*h_0_3-auxQ2_1_6*h_0_2-auxQ2_1_7*h_0_1+auxQ3_1_8
206|0|1|9|-auxQ2_0_8*h_1_1-auxQ2_0_9*h_1_0-auxQ2_1_3-auxQ2_1_4*h_0_5-auxQ2_1_5*h_0_4-auxQ2_1_6*h_0_3-auxQ2_1_7*h_0_2+auxQ3_1_9
207|0|1|10|-auxQ2_0_10*h_1_0-auxQ2_0_9*h_1_1-auxQ2_1_4-auxQ2_1_5*h_0_5-auxQ2_1_6*h_0_4-auxQ2_1_7*h_0_3+auxQ3_1_10
208|0|1|11|-auxQ2_0_10*h_1_1-auxQ2_0_11*h_1_0-auxQ2_1_5-auxQ2_1_6*h_0_5-auxQ2_1_7*h_0_4+auxQ3_1_11
209|0|1|12|-auxQ2_0_11*h_1_1-auxQ2_1_6-auxQ2_1_7*h_0_5+auxQ3_1_12-h_1_0
210|0|1|13|-auxQ2_1_7+auxQ3_1_13-h_1_1
211|0|2|0|-B3_2_0-auxQ2_1_0*h_1_0-auxQ2_2_0*h_0_0+auxQ3_2_0
212|0|2|1|-B3_2_1-auxQ2_1_0*h_1_1-auxQ2_1_1*h_1_0-auxQ2_2_0*h_0_1-auxQ2_2_1*h_0_0+auxQ3_2_1
213|0|2|2|-B3_2_2-auxQ2_1_1*h_1_1-auxQ2_1_2*h_1_0-auxQ2_2_0*h_0_2-auxQ2_2_1*h_0_1-auxQ2_2_2*h_0_0+auxQ3_2_2
214|0|2|3|-B2_2_3*h_0_0-B3_2_3-auxQ2_1_2*h_1_1-auxQ2_1_3*h_1_0-auxQ2_2_0*h_0_3-auxQ2_2_1*h_0_2-auxQ2_2_2*h_0_1+auxQ3_2_3
215|0|2|4|-B2_2_3*h_0_1-B3_2_4-auxQ2_1_3*h_1_1-auxQ2_1_4*h_1_0-auxQ2_2_0*h_0_4-auxQ2_2_1*h_0_3-auxQ2_2_2*h_0_2+auxQ3_2_4
216|0|2|5|-B2_2_3*h_0_2-B3_2_5-auxQ2_1_4*h_1_1-auxQ2_1_5*h_1_0-auxQ2_2_0*h_0_5-auxQ2_2_1*h_0_4-auxQ2_2_2*h_0_3+auxQ3_2_5
217|0|2|6|-B2_2_3*h_0_3-auxQ2_1_5*h_1_1-auxQ2_1_6*h_1_0-auxQ2_2_0-auxQ2_2_1*h_0_5-auxQ2_2_2*h_0_4+auxQ3_2_6
218|0|2|7|-B2_2_3*h_0_4-auxQ2_1_6*h_1_1-auxQ2_1_7*h_1_0-auxQ2_2_1-auxQ2_2_2*h_0_5+auxQ3_2_7
219|0|2|8|-B2_2_3*h_0_5-auxQ2_1_7*h_1_1-auxQ2_2_2+auxQ3_2_8
220|0|3|0|-B3_3_0-auxQ2_2_0*h_1_0+auxQ3_3_0
221|0|3|1|-B3_3_1-auxQ2_2_0*h_1_1-auxQ2_2_1*h_1_0+auxQ3_3_1
222|0|3|2|-B3_3_2-auxQ2_2_1*h_1_1-auxQ2_2_2*h_1_0+auxQ3_3_2
223|0|3|3|-B2_2_3*h_1_0-B3_3_3-auxQ2_2_2*h_1_1+auxQ3_3_3
224|0|3|4|-B2_2_3*h_1_1-B3_3_4+auxQ3_3_4
225|1|0|0|auxP4_0_1*auxQ3_1_0-auxP4_1_0*auxQ3_0_1
226|1|0|1|auxP4_0_1*auxQ3_1_1+2*auxP4_0_2*auxQ3_1_0-2*auxP4_1_0*auxQ3_0_2-auxP4_1_1*auxQ3_0_1
227|1|0|2|auxP4_0_1*auxQ3_1_2+2*auxP4_0_2*auxQ3_1_1+3*auxP4_0_3*auxQ3_1_0-3*auxP4_1_0*auxQ3_0_3-2*auxP4_1_1*auxQ3_0_2-auxP4_1_2*auxQ3_0_1
228|1|0|3|auxP4_0_1*auxQ3_1_3+2*auxP4_0_2*auxQ3_1_2+3*auxP4_0_3*auxQ3_1_1+4*auxP4_0_4*auxQ3_1_0-4*auxP4_1_0*auxQ3_0_4-3*auxP4_1_1*auxQ3_0_3-2*auxP4_1_2*auxQ3_0_2-auxP4_1_3*auxQ3_0_1
229|1|0|4|auxP4_0_1*auxQ3_1_4+2*auxP4_0_2*auxQ3_1_3+3*auxP4_0_3*auxQ3_1_2+4*auxP4_0_4*auxQ3_1_1+5*auxP4_0_5*auxQ3_1_0-5*auxP4_1_0*auxQ3_0_5-4*auxP4_1_1*auxQ3_0_4-3*auxP4_1_2*auxQ3_0_3-2*auxP4_1_3*auxQ3_0_2-auxP4_1_4*auxQ3_0_1
230|1|0|5|auxP4_0_1*auxQ3_1_5+2*auxP4_0_2*auxQ3_1_4+3*auxP4_0_3*auxQ3_1_3+4*auxP4_0_4*auxQ3_1_2+5*auxP4_0_5*auxQ3_1_1+6*auxP4_0_6*auxQ3_1_0-6*auxP4_1_0*auxQ3_0_6-5*auxP4_1_1*auxQ3_0_5-4*auxP4_1_2*auxQ3_0_4-3*auxP4_1_3*auxQ3_0_3-2*auxP4_1_4*auxQ3_0_2-auxP4_1_5*auxQ3_0_1
231|1|0|6|auxP4_0_1*auxQ3_1_6+2*auxP4_0_2*auxQ3_1_5+3*auxP4_0_3*auxQ3_1_4+4*auxP4_0_4*auxQ3_1_3+5*auxP4_0_5*auxQ3_1_2+6*auxP4_0_6*auxQ3_1_1+7*auxP4_0_7*auxQ3_1_0-7*auxP4_1_0*auxQ3_0_7-6*auxP4_1_1*auxQ3_0_6-5*auxP4_1_2*auxQ3_0_5-4*auxP4_1_3*auxQ3_0_4-3*auxP4_1_4*auxQ3_0_3-2*auxP4_1_5*auxQ3_0_2-auxP4_1_6*auxQ3_0_1
232|1|0|7|auxP4_0_1*auxQ3_1_7+2*auxP4_0_2*auxQ3_1_6+3*auxP4_0_3*auxQ3_1_5+4*auxP4_0_4*auxQ3_1_4+5*auxP4_0_5*auxQ3_1_3+6*auxP4_0_6*auxQ3_1_2+7*auxP4_0_7*auxQ3_1_1+8*auxP4_0_8*auxQ3_1_0-8*auxP4_1_0*auxQ3_0_8-7*auxP4_1_1*auxQ3_0_7-6*auxP4_1_2*auxQ3_0_6-5*auxP4_1_3*auxQ3_0_5-4*auxP4_1_4*auxQ3_0_4-3*auxP4_1_5*auxQ3_0_3-2*auxP4_1_6*auxQ3_0_2-auxP4_1_7*auxQ3_0_1
233|1|0|8|auxP4_0_1*auxQ3_1_8+2*auxP4_0_2*auxQ3_1_7+3*auxP4_0_3*auxQ3_1_6+4*auxP4_0_4*auxQ3_1_5+5*auxP4_0_5*auxQ3_1_4+6*auxP4_0_6*auxQ3_1_3+7*auxP4_0_7*auxQ3_1_2+8*auxP4_0_8*auxQ3_1_1+9*auxP4_0_9*auxQ3_1_0-9*auxP4_1_0*auxQ3_0_9-8*auxP4_1_1*auxQ3_0_8-7*auxP4_1_2*auxQ3_0_7-6*auxP4_1_3*auxQ3_0_6-5*auxP4_1_4*auxQ3_0_5-4*auxP4_1_5*auxQ3_0_4-3*auxP4_1_6*auxQ3_0_3-2*auxP4_1_7*auxQ3_0_2-auxP4_1_8*auxQ3_0_1
234|1|0|9|auxP4_0_1*auxQ3_1_9+10*auxP4_0_10*auxQ3_1_0+2*auxP4_0_2*auxQ3_1_8+3*auxP4_0_3*auxQ3_1_7+4*auxP4_0_4*auxQ3_1_6+5*auxP4_0_5*auxQ3_1_5+6*auxP4_0_6*auxQ3_1_4+7*auxP4_0_7*auxQ3_1_3+8*auxP4_0_8*auxQ3_1_2+9*auxP4_0_9*auxQ3_1_1-10*auxP4_1_0*auxQ3_0_10-9*auxP4_1_1*auxQ3_0_9-8*auxP4_1_2*auxQ3_0_8-7*auxP4_1_3*auxQ3_0_7-6*auxP4_1_4*auxQ3_0_6-5*auxP4_1_5*auxQ3_0_5-4*auxP4_1_6*auxQ3_0_4-3*auxP4_1_7*auxQ3_0_3-2*auxP4_1_8*auxQ3_0_2-auxP4_1_9*auxQ3_0_1
235|1|0|10|auxP4_0_1*auxQ3_1_10+10*auxP4_0_10*auxQ3_1_1+11*auxP4_0_11*auxQ3_1_0+2*auxP4_0_2*auxQ3_1_9+3*auxP4_0_3*auxQ3_1_8+4*auxP4_0_4*auxQ3_1_7+5*auxP4_0_5*auxQ3_1_6+6*auxP4_0_6*auxQ3_1_5+7*auxP4_0_7*auxQ3_1_4+8*auxP4_0_8*auxQ3_1_3+9*auxP4_0_9*auxQ3_1_2-11*auxP4_1_0*auxQ3_0_11-10*auxP4_1_1*auxQ3_0_10-auxP4_1_10*auxQ3_0_1-9*auxP4_1_2*auxQ3_0_9-8*auxP4_1_3*auxQ3_0_8-7*auxP4_1_4*auxQ3_0_7-6*auxP4_1_5*auxQ3_0_6-5*auxP4_1_6*auxQ3_0_5-4*auxP4_1_7*auxQ3_0_4-3*auxP4_1_8*auxQ3_0_3-2*auxP4_1_9*auxQ3_0_2
236|1|0|11|auxP4_0_1*auxQ3_1_11+10*auxP4_0_10*auxQ3_1_2+11*auxP4_0_11*auxQ3_1_1+12*auxP4_0_12*auxQ3_1_0+2*auxP4_0_2*auxQ3_1_10+3*auxP4_0_3*auxQ3_1_9+4*auxP4_0_4*auxQ3_1_8+5*auxP4_0_5*auxQ3_1_7+6*auxP4_0_6*auxQ3_1_6+7*auxP4_0_7*auxQ3_1_5+8*auxP4_0_8*auxQ3_1_4+9*auxP4_0_9*auxQ3_1_3-12*auxP4_1_0*auxQ3_0_12-11*auxP4_1_1*auxQ3_0_11-2*auxP4_1_10*auxQ3_0_2-auxP4_1_11*auxQ3_0_1-10*auxP4_1_2*auxQ3_0_10-9*auxP4_1_3*auxQ3_0_9-8*auxP4_1_4*auxQ3_0_8-7*auxP4_1_5*auxQ3_0_7-6*auxP4_1_6*auxQ3_0_6-5*auxP4_1_7*auxQ3_0_5-4*auxP4_1_8*auxQ3_0_4-3*auxP4_1_9*auxQ3_0_3
237|1|0|12|auxP4_0_1*auxQ3_1_12+10*auxP4_0_10*auxQ3_1_3+11*auxP4_0_11*auxQ3_1_2+12*auxP4_0_12*auxQ3_1_1+13*auxP4_0_13*auxQ3_1_0+2*auxP4_0_2*auxQ3_1_11+3*auxP4_0_3*auxQ3_1_10+4*auxP4_0_4*auxQ3_1_9+5*auxP4_0_5*auxQ3_1_8+6*auxP4_0_6*auxQ3_1_7+7*auxP4_0_7*auxQ3_1_6+8*auxP4_0_8*auxQ3_1_5+9*auxP4_0_9*auxQ3_1_4-13*auxP4_1_0*auxQ3_0_13-12*auxP4_1_1*auxQ3_0_12-3*auxP4_1_10*auxQ3_0_3-2*auxP4_1_11*auxQ3_0_2-auxP4_1_12*auxQ3_0_1-11*auxP4_1_2*auxQ3_0_11-10*auxP4_1_3*auxQ3_0_10-9*auxP4_1_4*auxQ3_0_9-8*auxP4_1_5*auxQ3_0_8-7*auxP4_1_6*auxQ3_0_7-6*auxP4_1_7*auxQ3_0_6-5*auxP4_1_8*auxQ3_0_5-4*auxP4_1_9*auxQ3_0_4
238|1|0|13|auxP4_0_1*auxQ3_1_13+10*auxP4_0_10*auxQ3_1_4+11*auxP4_0_11*auxQ3_1_3+12*auxP4_0_12*auxQ3_1_2+13*auxP4_0_13*auxQ3_1_1+14*auxP4_0_14*auxQ3_1_0+2*auxP4_0_2*auxQ3_1_12+3*auxP4_0_3*auxQ3_1_11+4*auxP4_0_4*auxQ3_1_10+5*auxP4_0_5*auxQ3_1_9+6*auxP4_0_6*auxQ3_1_8+7*auxP4_0_7*auxQ3_1_7+8*auxP4_0_8*auxQ3_1_6+9*auxP4_0_9*auxQ3_1_5-14*auxP4_1_0*auxQ3_0_14-13*auxP4_1_1*auxQ3_0_13-4*auxP4_1_10*auxQ3_0_4-3*auxP4_1_11*auxQ3_0_3-2*auxP4_1_12*auxQ3_0_2-auxP4_1_13*auxQ3_0_1-12*auxP4_1_2*auxQ3_0_12-11*auxP4_1_3*auxQ3_0_11-10*auxP4_1_4*auxQ3_0_10-9*auxP4_1_5*auxQ3_0_9-8*auxP4_1_6*auxQ3_0_8-7*auxP4_1_7*auxQ3_0_7-6*auxP4_1_8*auxQ3_0_6-5*auxP4_1_9*auxQ3_0_5
239|1|0|14|10*auxP4_0_10*auxQ3_1_5+11*auxP4_0_11*auxQ3_1_4+12*auxP4_0_12*auxQ3_1_3+13*auxP4_0_13*auxQ3_1_2+14*auxP4_0_14*auxQ3_1_1+15*auxP4_0_15*auxQ3_1_0+2*auxP4_0_2*auxQ3_1_13+3*auxP4_0_3*auxQ3_1_12+4*auxP4_0_4*auxQ3_1_11+5*auxP4_0_5*auxQ3_1_10+6*auxP4_0_6*auxQ3_1_9+7*auxP4_0_7*auxQ3_1_8+8*auxP4_0_8*auxQ3_1_7+9*auxP4_0_9*auxQ3_1_6-15*auxP4_1_0*auxQ3_0_15-14*auxP4_1_1*auxQ3_0_14-5*auxP4_1_10*auxQ3_0_5-4*auxP4_1_11*auxQ3_0_4-3*auxP4_1_12*auxQ3_0_3-2*auxP4_1_13*auxQ3_0_2-auxP4_1_14*auxQ3_0_1-13*auxP4_1_2*auxQ3_0_13-12*auxP4_1_3*auxQ3_0_12-11*auxP4_1_4*auxQ3_0_11-10*auxP4_1_5*auxQ3_0_10-9*auxP4_1_6*auxQ3_0_9-8*auxP4_1_7*auxQ3_0_8-7*auxP4_1_8*auxQ3_0_7-6*auxP4_1_9*auxQ3_0_6
240|1|0|15|10*auxP4_0_10*auxQ3_1_6+11*auxP4_0_11*auxQ3_1_5+12*auxP4_0_12*auxQ3_1_4+13*auxP4_0_13*auxQ3_1_3+14*auxP4_0_14*auxQ3_1_2+15*auxP4_0_15*auxQ3_1_1+16*auxP4_0_16*auxQ3_1_0+3*auxP4_0_3*auxQ3_1_13+4*auxP4_0_4*auxQ3_1_12+5*auxP4_0_5*auxQ3_1_11+6*auxP4_0_6*auxQ3_1_10+7*auxP4_0_7*auxQ3_1_9+8*auxP4_0_8*auxQ3_1_8+9*auxP4_0_9*auxQ3_1_7-16*auxP4_1_0*auxQ3_0_16-15*auxP4_1_1*auxQ3_0_15-6*auxP4_1_10*auxQ3_0_6-5*auxP4_1_11*auxQ3_0_5-4*auxP4_1_12*auxQ3_0_4-3*auxP4_1_13*auxQ3_0_3-2*auxP4_1_14*auxQ3_0_2-auxP4_1_15*auxQ3_0_1-14*auxP4_1_2*auxQ3_0_14-13*auxP4_1_3*auxQ3_0_13-12*auxP4_1_4*auxQ3_0_12-11*auxP4_1_5*auxQ3_0_11-10*auxP4_1_6*auxQ3_0_10-9*auxP4_1_7*auxQ3_0_9-8*auxP4_1_8*auxQ3_0_8-7*auxP4_1_9*auxQ3_0_7
241|1|0|16|10*auxP4_0_10*auxQ3_1_7+11*auxP4_0_11*auxQ3_1_6+12*auxP4_0_12*auxQ3_1_5+13*auxP4_0_13*auxQ3_1_4+14*auxP4_0_14*auxQ3_1_3+15*auxP4_0_15*auxQ3_1_2+16*auxP4_0_16*auxQ3_1_1+17*auxP4_0_17*auxQ3_1_0+4*auxP4_0_4*auxQ3_1_13+5*auxP4_0_5*auxQ3_1_12+6*auxP4_0_6*auxQ3_1_11+7*auxP4_0_7*auxQ3_1_10+8*auxP4_0_8*auxQ3_1_9+9*auxP4_0_9*auxQ3_1_8-17*auxP4_1_0*auxQ3_0_17-16*auxP4_1_1*auxQ3_0_16-7*auxP4_1_10*auxQ3_0_7-6*auxP4_1_11*auxQ3_0_6-5*auxP4_1_12*auxQ3_0_5-4*auxP4_1_13*auxQ3_0_4-3*auxP4_1_14*auxQ3_0_3-2*auxP4_1_15*auxQ3_0_2-auxP4_1_16*auxQ3_0_1-15*auxP4_1_2*auxQ3_0_15-14*auxP4_1_3*auxQ3_0_14-13*auxP4_1_4*auxQ3_0_13-12*auxP4_1_5*auxQ3_0_12-11*auxP4_1_6*auxQ3_0_11-10*auxP4_1_7*auxQ3_0_10-9*auxP4_1_8*auxQ3_0_9-8*auxP4_1_9*auxQ3_0_8
242|1|0|17|10*auxP4_0_10*auxQ3_1_8+11*auxP4_0_11*auxQ3_1_7+12*auxP4_0_12*auxQ3_1_6+13*auxP4_0_13*auxQ3_1_5+14*auxP4_0_14*auxQ3_1_4+15*auxP4_0_15*auxQ3_1_3+16*auxP4_0_16*auxQ3_1_2+17*auxP4_0_17*auxQ3_1_1+18*auxP4_0_18*auxQ3_1_0+5*auxP4_0_5*auxQ3_1_13+6*auxP4_0_6*auxQ3_1_12+7*auxP4_0_7*auxQ3_1_11+8*auxP4_0_8*auxQ3_1_10+9*auxP4_0_9*auxQ3_1_9-18*auxP4_1_0-17*auxP4_1_1*auxQ3_0_17-8*auxP4_1_10*auxQ3_0_8-7*auxP4_1_11*auxQ3_0_7-6*auxP4_1_12*auxQ3_0_6-5*auxP4_1_13*auxQ3_0_5-4*auxP4_1_14*auxQ3_0_4-3*auxP4_1_15*auxQ3_0_3-2*auxP4_1_16*auxQ3_0_2-auxP4_1_17*auxQ3_0_1-16*auxP4_1_2*auxQ3_0_16-15*auxP4_1_3*auxQ3_0_15-14*auxP4_1_4*auxQ3_0_14-13*auxP4_1_5*auxQ3_0_13-12*auxP4_1_6*auxQ3_0_12-11*auxP4_1_7*auxQ3_0_11-10*auxP4_1_8*auxQ3_0_10-9*auxP4_1_9*auxQ3_0_9
243|1|0|18|10*auxP4_0_10*auxQ3_1_9+11*auxP4_0_11*auxQ3_1_8+12*auxP4_0_12*auxQ3_1_7+13*auxP4_0_13*auxQ3_1_6+14*auxP4_0_14*auxQ3_1_5+15*auxP4_0_15*auxQ3_1_4+16*auxP4_0_16*auxQ3_1_3+17*auxP4_0_17*auxQ3_1_2+18*auxP4_0_18*auxQ3_1_1+19*auxP4_0_19*auxQ3_1_0+6*auxP4_0_6*auxQ3_1_13+7*auxP4_0_7*auxQ3_1_12+8*auxP4_0_8*auxQ3_1_11+9*auxP4_0_9*auxQ3_1_10-18*auxP4_1_1-9*auxP4_1_10*auxQ3_0_9-8*auxP4_1_11*auxQ3_0_8-7*auxP4_1_12*auxQ3_0_7-6*auxP4_1_13*auxQ3_0_6-5*auxP4_1_14*auxQ3_0_5-4*auxP4_1_15*auxQ3_0_4-3*auxP4_1_16*auxQ3_0_3-2*auxP4_1_17*auxQ3_0_2-auxP4_1_18*auxQ3_0_1-17*auxP4_1_2*auxQ3_0_17-16*auxP4_1_3*auxQ3_0_16-15*auxP4_1_4*auxQ3_0_15-14*auxP4_1_5*auxQ3_0_14-13*auxP4_1_6*auxQ3_0_13-12*auxP4_1_7*auxQ3_0_12-11*auxP4_1_8*auxQ3_0_11-10*auxP4_1_9*auxQ3_0_10
244|1|0|19|10*auxP4_0_10*auxQ3_1_10+11*auxP4_0_11*auxQ3_1_9+12*auxP4_0_12*auxQ3_1_8+13*auxP4_0_13*auxQ3_1_7+14*auxP4_0_14*auxQ3_1_6+15*auxP4_0_15*auxQ3_1_5+16*auxP4_0_16*auxQ3_1_4+17*auxP4_0_17*auxQ3_1_3+18*auxP4_0_18*auxQ3_1_2+19*auxP4_0_19*auxQ3_1_1+20*auxP4_0_20*auxQ3_1_0+7*auxP4_0_7*auxQ3_1_13+8*auxP4_0_8*auxQ3_1_12+9*auxP4_0_9*auxQ3_1_11-10*auxP4_1_10*auxQ3_0_10-9*auxP4_1_11*auxQ3_0_9-8*auxP4_1_12*auxQ3_0_8-7*auxP4_1_13*auxQ3_0_7-6*auxP4_1_14*auxQ3_0_6-5*auxP4_1_15*auxQ3_0_5-4*auxP4_1_16*auxQ3_0_4-3*auxP4_1_17*auxQ3_0_3-2*auxP4_1_18*auxQ3_0_2-auxP4_1_19*auxQ3_0_1-18*auxP4_1_2-17*auxP4_1_3*auxQ3_0_17-16*auxP4_1_4*auxQ3_0_16-15*auxP4_1_5*auxQ3_0_15-14*auxP4_1_6*auxQ3_0_14-13*auxP4_1_7*auxQ3_0_13-12*auxP4_1_8*auxQ3_0_12-11*auxP4_1_9*auxQ3_0_11
