index	exponent_vector	monomial
4525	1,3,6,0,0,0,3	b4*q2_0^3*q3_0^6*b3^3
4526	3,2,6,0,0,0,3	b4^3*q2_0^2*q3_0^6*b3^3
4527	5,1,6,0,0,0,3	b4^5*q2_0*q3_0^6*b3^3
4528	7,0,6,0,0,0,3	b4^7*q3_0^6*b3^3
4529	0,5,5,0,0,0,3	q2_0^5*q3_0^5*b3^3
4530	2,4,5,0,0,0,3	b4^2*q2_0^4*q3_0^5*b3^3
4531	4,3,5,0,0,0,3	b4^4*q2_0^3*q3_0^5*b3^3
4532	6,2,5,0,0,0,3	b4^6*q2_0^2*q3_0^5*b3^3
4533	0,0,1,0,0,5,2	q3_0*q6_0^5*b3^2
4534	1,1,0,0,0,5,2	b4*q2_0*q6_0^5*b3^2
4535	3,0,0,0,0,5,2	b4^3*q6_0^5*b3^2
4536	0,0,0,1,1,4,2	q4_0*q5_0*q6_0^4*b3^2
4537	1,0,1,0,1,4,2	b4*q3_0*q5_0*q6_0^4*b3^2
4538	0,2,0,0,1,4,2	q2_0^2*q5_0*q6_0^4*b3^2
4539	2,1,0,0,1,4,2	b4^2*q2_0*q5_0*q6_0^4*b3^2
4540	4,0,0,0,1,4,2	b4^4*q5_0*q6_0^4*b3^2
4541	1,0,0,2,0,4,2	b4*q4_0^2*q6_0^4*b3^2
4542	0,1,1,1,0,4,2	q2_0*q3_0*q4_0*q6_0^4*b3^2
4543	2,0,1,1,0,4,2	b4^2*q3_0*q4_0*q6_0^4*b3^2
4544	1,2,0,1,0,4,2	b4*q2_0^2*q4_0*q6_0^4*b3^2
4545	3,1,0,1,0,4,2	b4^3*q2_0*q4_0*q6_0^4*b3^2
4546	5,0,0,1,0,4,2	b4^5*q4_0*q6_0^4*b3^2
4547	0,0,3,0,0,4,2	q3_0^3*q6_0^4*b3^2
4548	1,1,2,0,0,4,2	b4*q2_0*q3_0^2*q6_0^4*b3^2
4549	3,0,2,0,0,4,2	b4^3*q3_0^2*q6_0^4*b3^2
4550	0,3,1,0,0,4,2	q2_0^3*q3_0*q6_0^4*b3^2
4551	2,2,1,0,0,4,2	b4^2*q2_0^2*q3_0*q6_0^4*b3^2
4552	4,1,1,0,0,4,2	b4^4*q2_0*q3_0*q6_0^4*b3^2
4553	6,0,1,0,0,4,2	b4^6*q3_0*q6_0^4*b3^2
4554	1,4,0,0,0,4,2	b4*q2_0^4*q6_0^4*b3^2
4555	3,3,0,0,0,4,2	b4^3*q2_0^3*q6_0^4*b3^2
4556	5,2,0,0,0,4,2	b4^5*q2_0^2*q6_0^4*b3^2
4557	7,1,0,0,0,4,2	b4^7*q2_0*q6_0^4*b3^2
4558	9,0,0,0,0,4,2	b4^9*q6_0^4*b3^2
4559	0,0,0,0,3,3,2	q5_0^3*q6_0^3*b3^2
4560	1,0,0,1,2,3,2	b4*q4_0*q5_0^2*q6_0^3*b3^2
4561	0,1,1,0,2,3,2	q2_0*q3_0*q5_0^2*q6_0^3*b3^2
4562	2,0,1,0,2,3,2	b4^2*q3_0*q5_0^2*q6_0^3*b3^2
4563	1,2,0,0,2,3,2	b4*q2_0^2*q5_0^2*q6_0^3*b3^2
4564	3,1,0,0,2,3,2	b4^3*q2_0*q5_0^2*q6_0^3*b3^2
4565	5,0,0,0,2,3,2	b4^5*q5_0^2*q6_0^3*b3^2
4566	0,1,0,2,1,3,2	q2_0*q4_0^2*q5_0*q6_0^3*b3^2
4567	2,0,0,2,1,3,2	b4^2*q4_0^2*q5_0*q6_0^3*b3^2
4568	0,0,2,1,1,3,2	q3_0^2*q4_0*q5_0*q6_0^3*b3^2
4569	1,1,1,1,1,3,2	b4*q2_0*q3_0*q4_0*q5_0*q6_0^3*b3^2
4570	3,0,1,1,1,3,2	b4^3*q3_0*q4_0*q5_0*q6_0^3*b3^2
4571	0,3,0,1,1,3,2	q2_0^3*q4_0*q5_0*q6_0^3*b3^2
4572	2,2,0,1,1,3,2	b4^2*q2_0^2*q4_0*q5_0*q6_0^3*b3^2
4573	4,1,0,1,1,3,2	b4^4*q2_0*q4_0*q5_0*q6_0^3*b3^2
4574	6,0,0,1,1,3,2	b4^6*q4_0*q5_0*q6_0^3*b3^2
4575	1,0,3,0,1,3,2	b4*q3_0^3*q5_0*q6_0^3*b3^2
4576	0,2,2,0,1,3,2	q2_0^2*q3_0^2*q5_0*q6_0^3*b3^2
4577	2,1,2,0,1,3,2	b4^2*q2_0*q3_0^2*q5_0*q6_0^3*b3^2
4578	4,0,2,0,1,3,2	b4^4*q3_0^2*q5_0*q6_0^3*b3^2
4579	1,3,1,0,1,3,2	b4*q2_0^3*q3_0*q5_0*q6_0^3*b3^2
4580	3,2,1,0,1,3,2	b4^3*q2_0^2*q3_0*q5_0*q6_0^3*b3^2
4581	5,1,1,0,1,3,2	b4^5*q2_0*q3_0*q5_0*q6_0^3*b3^2
4582	7,0,1,0,1,3,2	b4^7*q3_0*q5_0*q6_0^3*b3^2
4583	0,5,0,0,1,3,2	q2_0^5*q5_0*q6_0^3*b3^2
4584	2,4,0,0,1,3,2	b4^2*q2_0^4*q5_0*q6_0^3*b3^2
4585	4,3,0,0,1,3,2	b4^4*q2_0^3*q5_0*q6_0^3*b3^2
4586	6,2,0,0,1,3,2	b4^6*q2_0^2*q5_0*q6_0^3*b3^2
4587	8,1,0,0,1,3,2	b4^8*q2_0*q5_0*q6_0^3*b3^2
4588	10,0,0,0,1,3,2	b4^10*q5_0*q6_0^3*b3^2
4589	0,0,1,3,0,3,2	q3_0*q4_0^3*q6_0^3*b3^2
4590	1,1,0,3,0,3,2	b4*q2_0*q4_0^3*q6_0^3*b3^2
4591	3,0,0,3,0,3,2	b4^3*q4_0^3*q6_0^3*b3^2
4592	1,0,2,2,0,3,2	b4*q3_0^2*q4_0^2*q6_0^3*b3^2
4593	0,2,1,2,0,3,2	q2_0^2*q3_0*q4_0^2*q6_0^3*b3^2
4594	2,1,1,2,0,3,2	b4^2*q2_0*q3_0*q4_0^2*q6_0^3*b3^2
4595	4,0,1,2,0,3,2	b4^4*q3_0*q4_0^2*q6_0^3*b3^2
4596	1,3,0,2,0,3,2	b4*q2_0^3*q4_0^2*q6_0^3*b3^2
4597	3,2,0,2,0,3,2	b4^3*q2_0^2*q4_0^2*q6_0^3*b3^2
4598	5,1,0,2,0,3,2	b4^5*q2_0*q4_0^2*q6_0^3*b3^2
4599	7,0,0,2,0,3,2	b4^7*q4_0^2*q6_0^3*b3^2
4600	0,1,3,1,0,3,2	q2_0*q3_0^3*q4_0*q6_0^3*b3^2
4601	2,0,3,1,0,3,2	b4^2*q3_0^3*q4_0*q6_0^3*b3^2
4602	1,2,2,1,0,3,2	b4*q2_0^2*q3_0^2*q4_0*q6_0^3*b3^2
4603	3,1,2,1,0,3,2	b4^3*q2_0*q3_0^2*q4_0*q6_0^3*b3^2
4604	5,0,2,1,0,3,2	b4^5*q3_0^2*q4_0*q6_0^3*b3^2
4605	0,4,1,1,0,3,2	q2_0^4*q3_0*q4_0*q6_0^3*b3^2
4606	2,3,1,1,0,3,2	b4^2*q2_0^3*q3_0*q4_0*q6_0^3*b3^2
4607	4,2,1,1,0,3,2	b4^4*q2_0^2*q3_0*q4_0*q6_0^3*b3^2
4608	6,1,1,1,0,3,2	b4^6*q2_0*q3_0*q4_0*q6_0^3*b3^2
4609	8,0,1,1,0,3,2	b4^8*q3_0*q4_0*q6_0^3*b3^2
4610	1,5,0,1,0,3,2	b4*q2_0^5*q4_0*q6_0^3*b3^2
4611	3,4,0,1,0,3,2	b4^3*q2_0^4*q4_0*q6_0^3*b3^2
4612	5,3,0,1,0,3,2	b4^5*q2_0^3*q4_0*q6_0^3*b3^2
4613	7,2,0,1,0,3,2	b4^7*q2_0^2*q4_0*q6_0^3*b3^2
4614	9,1,0,1,0,3,2	b4^9*q2_0*q4_0*q6_0^3*b3^2
4615	11,0,0,1,0,3,2	b4^11*q4_0*q6_0^3*b3^2
4616	0,0,5,0,0,3,2	q3_0^5*q6_0^3*b3^2
4617	1,1,4,0,0,3,2	b4*q2_0*q3_0^4*q6_0^3*b3^2
4618	3,0,4,0,0,3,2	b4^3*q3_0^4*q6_0^3*b3^2
4619	0,3,3,0,0,3,2	q2_0^3*q3_0^3*q6_0^3*b3^2
4620	2,2,3,0,0,3,2	b4^2*q2_0^2*q3_0^3*q6_0^3*b3^2
4621	4,1,3,0,0,3,2	b4^4*q2_0*q3_0^3*q6_0^3*b3^2
4622	6,0,3,0,0,3,2	b4^6*q3_0^3*q6_0^3*b3^2
4623	1,4,2,0,0,3,2	b4*q2_0^4*q3_0^2*q6_0^3*b3^2
4624	3,3,2,0,0,3,2	b4^3*q2_0^3*q3_0^2*q6_0^3*b3^2
4625	5,2,2,0,0,3,2	b4^5*q2_0^2*q3_0^2*q6_0^3*b3^2
4626	7,1,2,0,0,3,2	b4^7*q2_0*q3_0^2*q6_0^3*b3^2
4627	9,0,2,0,0,3,2	b4^9*q3_0^2*q6_0^3*b3^2
4628	0,6,1,0,0,3,2	q2_0^6*q3_0*q6_0^3*b3^2
4629	2,5,1,0,0,3,2	b4^2*q2_0^5*q3_0*q6_0^3*b3^2
4630	4,4,1,0,0,3,2	b4^4*q2_0^4*q3_0*q6_0^3*b3^2
4631	6,3,1,0,0,3,2	b4^6*q2_0^3*q3_0*q6_0^3*b3^2
4632	8,2,1,0,0,3,2	b4^8*q2_0^2*q3_0*q6_0^3*b3^2
4633	10,1,1,0,0,3,2	b4^10*q2_0*q3_0*q6_0^3*b3^2
4634	12,0,1,0,0,3,2	b4^12*q3_0*q6_0^3*b3^2
4635	1,7,0,0,0,3,2	b4*q2_0^7*q6_0^3*b3^2
4636	3,6,0,0,0,3,2	b4^3*q2_0^6*q6_0^3*b3^2
4637	5,5,0,0,0,3,2	b4^5*q2_0^5*q6_0^3*b3^2
4638	7,4,0,0,0,3,2	b4^7*q2_0^4*q6_0^3*b3^2
4639	9,3,0,0,0,3,2	b4^9*q2_0^3*q6_0^3*b3^2
4640	11,2,0,0,0,3,2	b4^11*q2_0^2*q6_0^3*b3^2
4641	13,1,0,0,0,3,2	b4^13*q2_0*q6_0^3*b3^2
4642	15,0,0,0,0,3,2	b4^15*q6_0^3*b3^2
4643	1,0,0,0,4,2,2	b4*q5_0^4*q6_0^2*b3^2
4644	0,1,0,1,3,2,2	q2_0*q4_0*q5_0^3*q6_0^2*b3^2
4645	2,0,0,1,3,2,2	b4^2*q4_0*q5_0^3*q6_0^2*b3^2
4646	0,0,2,0,3,2,2	q3_0^2*q5_0^3*q6_0^2*b3^2
4647	1,1,1,0,3,2,2	b4*q2_0*q3_0*q5_0^3*q6_0^2*b3^2
4648	3,0,1,0,3,2,2	b4^3*q3_0*q5_0^3*q6_0^2*b3^2
4649	0,3,0,0,3,2,2	q2_0^3*q5_0^3*q6_0^2*b3^2
4650	2,2,0,0,3,2,2	b4^2*q2_0^2*q5_0^3*q6_0^2*b3^2
4651	4,1,0,0,3,2,2	b4^4*q2_0*q5_0^3*q6_0^2*b3^2
4652	6,0,0,0,3,2,2	b4^6*q5_0^3*q6_0^2*b3^2
4653	0,0,1,2,2,2,2	q3_0*q4_0^2*q5_0^2*q6_0^2*b3^2
4654	1,1,0,2,2,2,2	b4*q2_0*q4_0^2*q5_0^2*q6_0^2*b3^2
4655	3,0,0,2,2,2,2	b4^3*q4_0^2*q5_0^2*q6_0^2*b3^2
4656	1,0,2,1,2,2,2	b4*q3_0^2*q4_0*q5_0^2*q6_0^2*b3^2
4657	0,2,1,1,2,2,2	q2_0^2*q3_0*q4_0*q5_0^2*q6_0^2*b3^2
4658	2,1,1,1,2,2,2	b4^2*q2_0*q3_0*q4_0*q5_0^2*q6_0^2*b3^2
4659	4,0,1,1,2,2,2	b4^4*q3_0*q4_0*q5_0^2*q6_0^2*b3^2
4660	1,3,0,1,2,2,2	b4*q2_0^3*q4_0*q5_0^2*q6_0^2*b3^2
4661	3,2,0,1,2,2,2	b4^3*q2_0^2*q4_0*q5_0^2*q6_0^2*b3^2
4662	5,1,0,1,2,2,2	b4^5*q2_0*q4_0*q5_0^2*q6_0^2*b3^2
4663	7,0,0,1,2,2,2	b4^7*q4_0*q5_0^2*q6_0^2*b3^2
4664	0,1,3,0,2,2,2	q2_0*q3_0^3*q5_0^2*q6_0^2*b3^2
4665	2,0,3,0,2,2,2	b4^2*q3_0^3*q5_0^2*q6_0^2*b3^2
4666	1,2,2,0,2,2,2	b4*q2_0^2*q3_0^2*q5_0^2*q6_0^2*b3^2
4667	3,1,2,0,2,2,2	b4^3*q2_0*q3_0^2*q5_0^2*q6_0^2*b3^2
4668	5,0,2,0,2,2,2	b4^5*q3_0^2*q5_0^2*q6_0^2*b3^2
4669	0,4,1,0,2,2,2	q2_0^4*q3_0*q5_0^2*q6_0^2*b3^2
4670	2,3,1,0,2,2,2	b4^2*q2_0^3*q3_0*q5_0^2*q6_0^2*b3^2
4671	4,2,1,0,2,2,2	b4^4*q2_0^2*q3_0*q5_0^2*q6_0^2*b3^2
4672	6,1,1,0,2,2,2	b4^6*q2_0*q3_0*q5_0^2*q6_0^2*b3^2
4673	8,0,1,0,2,2,2	b4^8*q3_0*q5_0^2*q6_0^2*b3^2
4674	1,5,0,0,2,2,2	b4*q2_0^5*q5_0^2*q6_0^2*b3^2
4675	3,4,0,0,2,2,2	b4^3*q2_0^4*q5_0^2*q6_0^2*b3^2
4676	5,3,0,0,2,2,2	b4^5*q2_0^3*q5_0^2*q6_0^2*b3^2
4677	7,2,0,0,2,2,2	b4^7*q2_0^2*q5_0^2*q6_0^2*b3^2
4678	9,1,0,0,2,2,2	b4^9*q2_0*q5_0^2*q6_0^2*b3^2
4679	11,0,0,0,2,2,2	b4^11*q5_0^2*q6_0^2*b3^2
4680	0,0,0,4,1,2,2	q4_0^4*q5_0*q6_0^2*b3^2
4681	1,0,1,3,1,2,2	b4*q3_0*q4_0^3*q5_0*q6_0^2*b3^2
4682	0,2,0,3,1,2,2	q2_0^2*q4_0^3*q5_0*q6_0^2*b3^2
4683	2,1,0,3,1,2,2	b4^2*q2_0*q4_0^3*q5_0*q6_0^2*b3^2
4684	4,0,0,3,1,2,2	b4^4*q4_0^3*q5_0*q6_0^2*b3^2
4685	0,1,2,2,1,2,2	q2_0*q3_0^2*q4_0^2*q5_0*q6_0^2*b3^2
4686	2,0,2,2,1,2,2	b4^2*q3_0^2*q4_0^2*q5_0*q6_0^2*b3^2
4687	1,2,1,2,1,2,2	b4*q2_0^2*q3_0*q4_0^2*q5_0*q6_0^2*b3^2
4688	3,1,1,2,1,2,2	b4^3*q2_0*q3_0*q4_0^2*q5_0*q6_0^2*b3^2
4689	5,0,1,2,1,2,2	b4^5*q3_0*q4_0^2*q5_0*q6_0^2*b3^2
4690	0,4,0,2,1,2,2	q2_0^4*q4_0^2*q5_0*q6_0^2*b3^2
4691	2,3,0,2,1,2,2	b4^2*q2_0^3*q4_0^2*q5_0*q6_0^2*b3^2
4692	4,2,0,2,1,2,2	b4^4*q2_0^2*q4_0^2*q5_0*q6_0^2*b3^2
4693	6,1,0,2,1,2,2	b4^6*q2_0*q4_0^2*q5_0*q6_0^2*b3^2
4694	8,0,0,2,1,2,2	b4^8*q4_0^2*q5_0*q6_0^2*b3^2
4695	0,0,4,1,1,2,2	q3_0^4*q4_0*q5_0*q6_0^2*b3^2
4696	1,1,3,1,1,2,2	b4*q2_0*q3_0^3*q4_0*q5_0*q6_0^2*b3^2
4697	3,0,3,1,1,2,2	b4^3*q3_0^3*q4_0*q5_0*q6_0^2*b3^2
4698	0,3,2,1,1,2,2	q2_0^3*q3_0^2*q4_0*q5_0*q6_0^2*b3^2
4699	2,2,2,1,1,2,2	b4^2*q2_0^2*q3_0^2*q4_0*q5_0*q6_0^2*b3^2
4700	4,1,2,1,1,2,2	b4^4*q2_0*q3_0^2*q4_0*q5_0*q6_0^2*b3^2
4701	6,0,2,1,1,2,2	b4^6*q3_0^2*q4_0*q5_0*q6_0^2*b3^2
4702	1,4,1,1,1,2,2	b4*q2_0^4*q3_0*q4_0*q5_0*q6_0^2*b3^2
4703	3,3,1,1,1,2,2	b4^3*q2_0^3*q3_0*q4_0*q5_0*q6_0^2*b3^2
4704	5,2,1,1,1,2,2	b4^5*q2_0^2*q3_0*q4_0*q5_0*q6_0^2*b3^2
4705	7,1,1,1,1,2,2	b4^7*q2_0*q3_0*q4_0*q5_0*q6_0^2*b3^2
4706	9,0,1,1,1,2,2	b4^9*q3_0*q4_0*q5_0*q6_0^2*b3^2
4707	0,6,0,1,1,2,2	q2_0^6*q4_0*q5_0*q6_0^2*b3^2
4708	2,5,0,1,1,2,2	b4^2*q2_0^5*q4_0*q5_0*q6_0^2*b3^2
4709	4,4,0,1,1,2,2	b4^4*q2_0^4*q4_0*q5_0*q6_0^2*b3^2
4710	6,3,0,1,1,2,2	b4^6*q2_0^3*q4_0*q5_0*q6_0^2*b3^2
4711	8,2,0,1,1,2,2	b4^8*q2_0^2*q4_0*q5_0*q6_0^2*b3^2
4712	10,1,0,1,1,2,2	b4^10*q2_0*q4_0*q5_0*q6_0^2*b3^2
4713	12,0,0,1,1,2,2	b4^12*q4_0*q5_0*q6_0^2*b3^2
4714	1,0,5,0,1,2,2	b4*q3_0^5*q5_0*q6_0^2*b3^2
4715	0,2,4,0,1,2,2	q2_0^2*q3_0^4*q5_0*q6_0^2*b3^2
4716	2,1,4,0,1,2,2	b4^2*q2_0*q3_0^4*q5_0*q6_0^2*b3^2
4717	4,0,4,0,1,2,2	b4^4*q3_0^4*q5_0*q6_0^2*b3^2
4718	1,3,3,0,1,2,2	b4*q2_0^3*q3_0^3*q5_0*q6_0^2*b3^2
4719	3,2,3,0,1,2,2	b4^3*q2_0^2*q3_0^3*q5_0*q6_0^2*b3^2
4720	5,1,3,0,1,2,2	b4^5*q2_0*q3_0^3*q5_0*q6_0^2*b3^2
4721	7,0,3,0,1,2,2	b4^7*q3_0^3*q5_0*q6_0^2*b3^2
4722	0,5,2,0,1,2,2	q2_0^5*q3_0^2*q5_0*q6_0^2*b3^2
4723	2,4,2,0,1,2,2	b4^2*q2_0^4*q3_0^2*q5_0*q6_0^2*b3^2
4724	4,3,2,0,1,2,2	b4^4*q2_0^3*q3_0^2*q5_0*q6_0^2*b3^2
4725	6,2,2,0,1,2,2	b4^6*q2_0^2*q3_0^2*q5_0*q6_0^2*b3^2
4726	8,1,2,0,1,2,2	b4^8*q2_0*q3_0^2*q5_0*q6_0^2*b3^2
4727	10,0,2,0,1,2,2	b4^10*q3_0^2*q5_0*q6_0^2*b3^2
4728	1,6,1,0,1,2,2	b4*q2_0^6*q3_0*q5_0*q6_0^2*b3^2
4729	3,5,1,0,1,2,2	b4^3*q2_0^5*q3_0*q5_0*q6_0^2*b3^2
4730	5,4,1,0,1,2,2	b4^5*q2_0^4*q3_0*q5_0*q6_0^2*b3^2
4731	7,3,1,0,1,2,2	b4^7*q2_0^3*q3_0*q5_0*q6_0^2*b3^2
4732	9,2,1,0,1,2,2	b4^9*q2_0^2*q3_0*q5_0*q6_0^2*b3^2
4733	11,1,1,0,1,2,2	b4^11*q2_0*q3_0*q5_0*q6_0^2*b3^2
4734	13,0,1,0,1,2,2	b4^13*q3_0*q5_0*q6_0^2*b3^2
4735	0,8,0,0,1,2,2	q2_0^8*q5_0*q6_0^2*b3^2
4736	2,7,0,0,1,2,2	b4^2*q2_0^7*q5_0*q6_0^2*b3^2
4737	4,6,0,0,1,2,2	b4^4*q2_0^6*q5_0*q6_0^2*b3^2
4738	6,5,0,0,1,2,2	b4^6*q2_0^5*q5_0*q6_0^2*b3^2
4739	8,4,0,0,1,2,2	b4^8*q2_0^4*q5_0*q6_0^2*b3^2
4740	10,3,0,0,1,2,2	b4^10*q2_0^3*q5_0*q6_0^2*b3^2
4741	12,2,0,0,1,2,2	b4^12*q2_0^2*q5_0*q6_0^2*b3^2
4742	14,1,0,0,1,2,2	b4^14*q2_0*q5_0*q6_0^2*b3^2
4743	1,0,0,5,0,2,2	b4*q4_0^5*q6_0^2*b3^2
4744	0,1,1,4,0,2,2	q2_0*q3_0*q4_0^4*q6_0^2*b3^2
4745	2,0,1,4,0,2,2	b4^2*q3_0*q4_0^4*q6_0^2*b3^2
4746	1,2,0,4,0,2,2	b4*q2_0^2*q4_0^4*q6_0^2*b3^2
4747	3,1,0,4,0,2,2	b4^3*q2_0*q4_0^4*q6_0^2*b3^2
4748	5,0,0,4,0,2,2	b4^5*q4_0^4*q6_0^2*b3^2
4749	0,0,3,3,0,2,2	q3_0^3*q4_0^3*q6_0^2*b3^2
4750	1,1,2,3,0,2,2	b4*q2_0*q3_0^2*q4_0^3*q6_0^2*b3^2
4751	3,0,2,3,0,2,2	b4^3*q3_0^2*q4_0^3*q6_0^2*b3^2
4752	0,3,1,3,0,2,2	q2_0^3*q3_0*q4_0^3*q6_0^2*b3^2
4753	2,2,1,3,0,2,2	b4^2*q2_0^2*q3_0*q4_0^3*q6_0^2*b3^2
4754	4,1,1,3,0,2,2	b4^4*q2_0*q3_0*q4_0^3*q6_0^2*b3^2
4755	6,0,1,3,0,2,2	b4^6*q3_0*q4_0^3*q6_0^2*b3^2
4756	1,4,0,3,0,2,2	b4*q2_0^4*q4_0^3*q6_0^2*b3^2
4757	3,3,0,3,0,2,2	b4^3*q2_0^3*q4_0^3*q6_0^2*b3^2
4758	5,2,0,3,0,2,2	b4^5*q2_0^2*q4_0^3*q6_0^2*b3^2
4759	7,1,0,3,0,2,2	b4^7*q2_0*q4_0^3*q6_0^2*b3^2
4760	9,0,0,3,0,2,2	b4^9*q4_0^3*q6_0^2*b3^2
4761	1,0,4,2,0,2,2	b4*q3_0^4*q4_0^2*q6_0^2*b3^2
4762	0,2,3,2,0,2,2	q2_0^2*q3_0^3*q4_0^2*q6_0^2*b3^2
4763	2,1,3,2,0,2,2	b4^2*q2_0*q3_0^3*q4_0^2*q6_0^2*b3^2
4764	4,0,3,2,0,2,2	b4^4*q3_0^3*q4_0^2*q6_0^2*b3^2
4765	1,3,2,2,0,2,2	b4*q2_0^3*q3_0^2*q4_0^2*q6_0^2*b3^2
4766	3,2,2,2,0,2,2	b4^3*q2_0^2*q3_0^2*q4_0^2*q6_0^2*b3^2
4767	5,1,2,2,0,2,2	b4^5*q2_0*q3_0^2*q4_0^2*q6_0^2*b3^2
4768	7,0,2,2,0,2,2	b4^7*q3_0^2*q4_0^2*q6_0^2*b3^2
4769	0,5,1,2,0,2,2	q2_0^5*q3_0*q4_0^2*q6_0^2*b3^2
4770	2,4,1,2,0,2,2	b4^2*q2_0^4*q3_0*q4_0^2*q6_0^2*b3^2
4771	4,3,1,2,0,2,2	b4^4*q2_0^3*q3_0*q4_0^2*q6_0^2*b3^2
4772	6,2,1,2,0,2,2	b4^6*q2_0^2*q3_0*q4_0^2*q6_0^2*b3^2
4773	8,1,1,2,0,2,2	b4^8*q2_0*q3_0*q4_0^2*q6_0^2*b3^2
4774	10,0,1,2,0,2,2	b4^10*q3_0*q4_0^2*q6_0^2*b3^2
4775	1,6,0,2,0,2,2	b4*q2_0^6*q4_0^2*q6_0^2*b3^2
4776	3,5,0,2,0,2,2	b4^3*q2_0^5*q4_0^2*q6_0^2*b3^2
4777	5,4,0,2,0,2,2	b4^5*q2_0^4*q4_0^2*q6_0^2*b3^2
4778	7,3,0,2,0,2,2	b4^7*q2_0^3*q4_0^2*q6_0^2*b3^2
4779	9,2,0,2,0,2,2	b4^9*q2_0^2*q4_0^2*q6_0^2*b3^2
4780	11,1,0,2,0,2,2	b4^11*q2_0*q4_0^2*q6_0^2*b3^2
4781	13,0,0,2,0,2,2	b4^13*q4_0^2*q6_0^2*b3^2
4782	0,1,5,1,0,2,2	q2_0*q3_0^5*q4_0*q6_0^2*b3^2
4783	2,0,5,1,0,2,2	b4^2*q3_0^5*q4_0*q6_0^2*b3^2
4784	1,2,4,1,0,2,2	b4*q2_0^2*q3_0^4*q4_0*q6_0^2*b3^2
4785	3,1,4,1,0,2,2	b4^3*q2_0*q3_0^4*q4_0*q6_0^2*b3^2
4786	5,0,4,1,0,2,2	b4^5*q3_0^4*q4_0*q6_0^2*b3^2
4787	0,4,3,1,0,2,2	q2_0^4*q3_0^3*q4_0*q6_0^2*b3^2
4788	2,3,3,1,0,2,2	b4^2*q2_0^3*q3_0^3*q4_0*q6_0^2*b3^2
4789	4,2,3,1,0,2,2	b4^4*q2_0^2*q3_0^3*q4_0*q6_0^2*b3^2
4790	6,1,3,1,0,2,2	b4^6*q2_0*q3_0^3*q4_0*q6_0^2*b3^2
4791	8,0,3,1,0,2,2	b4^8*q3_0^3*q4_0*q6_0^2*b3^2
4792	1,5,2,1,0,2,2	b4*q2_0^5*q3_0^2*q4_0*q6_0^2*b3^2
4793	3,4,2,1,0,2,2	b4^3*q2_0^4*q3_0^2*q4_0*q6_0^2*b3^2
4794	5,3,2,1,0,2,2	b4^5*q2_0^3*q3_0^2*q4_0*q6_0^2*b3^2
4795	7,2,2,1,0,2,2	b4^7*q2_0^2*q3_0^2*q4_0*q6_0^2*b3^2
4796	9,1,2,1,0,2,2	b4^9*q2_0*q3_0^2*q4_0*q6_0^2*b3^2
4797	11,0,2,1,0,2,2	b4^11*q3_0^2*q4_0*q6_0^2*b3^2
4798	0,7,1,1,0,2,2	q2_0^7*q3_0*q4_0*q6_0^2*b3^2
4799	2,6,1,1,0,2,2	b4^2*q2_0^6*q3_0*q4_0*q6_0^2*b3^2
4800	4,5,1,1,0,2,2	b4^4*q2_0^5*q3_0*q4_0*q6_0^2*b3^2
4801	6,4,1,1,0,2,2	b4^6*q2_0^4*q3_0*q4_0*q6_0^2*b3^2
4802	8,3,1,1,0,2,2	b4^8*q2_0^3*q3_0*q4_0*q6_0^2*b3^2
4803	10,2,1,1,0,2,2	b4^10*q2_0^2*q3_0*q4_0*q6_0^2*b3^2
4804	12,1,1,1,0,2,2	b4^12*q2_0*q3_0*q4_0*q6_0^2*b3^2
4805	14,0,1,1,0,2,2	b4^14*q3_0*q4_0*q6_0^2*b3^2
4806	1,8,0,1,0,2,2	b4*q2_0^8*q4_0*q6_0^2*b3^2
4807	3,7,0,1,0,2,2	b4^3*q2_0^7*q4_0*q6_0^2*b3^2
4808	5,6,0,1,0,2,2	b4^5*q2_0^6*q4_0*q6_0^2*b3^2
4809	7,5,0,1,0,2,2	b4^7*q2_0^5*q4_0*q6_0^2*b3^2
4810	9,4,0,1,0,2,2	b4^9*q2_0^4*q4_0*q6_0^2*b3^2
4811	11,3,0,1,0,2,2	b4^11*q2_0^3*q4_0*q6_0^2*b3^2
4812	13,2,0,1,0,2,2	b4^13*q2_0^2*q4_0*q6_0^2*b3^2
4813	0,0,7,0,0,2,2	q3_0^7*q6_0^2*b3^2
4814	1,1,6,0,0,2,2	b4*q2_0*q3_0^6*q6_0^2*b3^2
4815	3,0,6,0,0,2,2	b4^3*q3_0^6*q6_0^2*b3^2
4816	0,3,5,0,0,2,2	q2_0^3*q3_0^5*q6_0^2*b3^2
4817	2,2,5,0,0,2,2	b4^2*q2_0^2*q3_0^5*q6_0^2*b3^2
4818	4,1,5,0,0,2,2	b4^4*q2_0*q3_0^5*q6_0^2*b3^2
4819	6,0,5,0,0,2,2	b4^6*q3_0^5*q6_0^2*b3^2
4820	1,4,4,0,0,2,2	b4*q2_0^4*q3_0^4*q6_0^2*b3^2
4821	3,3,4,0,0,2,2	b4^3*q2_0^3*q3_0^4*q6_0^2*b3^2
4822	5,2,4,0,0,2,2	b4^5*q2_0^2*q3_0^4*q6_0^2*b3^2
4823	7,1,4,0,0,2,2	b4^7*q2_0*q3_0^4*q6_0^2*b3^2
4824	9,0,4,0,0,2,2	b4^9*q3_0^4*q6_0^2*b3^2
