index	exponent_vector	monomial
1101	1,3,2,0,1,3	b4*q2_0^3*q3_0^2*q5_0*b3^3
1102	3,2,2,0,1,3	b4^3*q2_0^2*q3_0^2*q5_0*b3^3
1103	5,1,2,0,1,3	b4^5*q2_0*q3_0^2*q5_0*b3^3
1104	7,0,2,0,1,3	b4^7*q3_0^2*q5_0*b3^3
1105	0,5,1,0,1,3	q2_0^5*q3_0*q5_0*b3^3
1106	2,4,1,0,1,3	b4^2*q2_0^4*q3_0*q5_0*b3^3
1107	4,3,1,0,1,3	b4^4*q2_0^3*q3_0*q5_0*b3^3
1108	6,2,1,0,1,3	b4^6*q2_0^2*q3_0*q5_0*b3^3
1109	8,1,1,0,1,3	b4^8*q2_0*q3_0*q5_0*b3^3
1110	10,0,1,0,1,3	b4^10*q3_0*q5_0*b3^3
1111	1,6,0,0,1,3	b4*q2_0^6*q5_0*b3^3
1112	3,5,0,0,1,3	b4^3*q2_0^5*q5_0*b3^3
1113	5,4,0,0,1,3	b4^5*q2_0^4*q5_0*b3^3
1114	7,3,0,0,1,3	b4^7*q2_0^3*q5_0*b3^3
1115	9,2,0,0,1,3	b4^9*q2_0^2*q5_0*b3^3
1116	11,1,0,0,1,3	b4^11*q2_0*q5_0*b3^3
1117	13,0,0,0,1,3	b4^13*q5_0*b3^3
1118	0,1,0,4,0,3	q2_0*q4_0^4*b3^3
1119	2,0,0,4,0,3	b4^2*q4_0^4*b3^3
1120	0,0,2,3,0,3	q3_0^2*q4_0^3*b3^3
1121	1,1,1,3,0,3	b4*q2_0*q3_0*q4_0^3*b3^3
1122	3,0,1,3,0,3	b4^3*q3_0*q4_0^3*b3^3
1123	0,3,0,3,0,3	q2_0^3*q4_0^3*b3^3
1124	2,2,0,3,0,3	b4^2*q2_0^2*q4_0^3*b3^3
1125	4,1,0,3,0,3	b4^4*q2_0*q4_0^3*b3^3
1126	6,0,0,3,0,3	b4^6*q4_0^3*b3^3
1127	1,0,3,2,0,3	b4*q3_0^3*q4_0^2*b3^3
1128	0,2,2,2,0,3	q2_0^2*q3_0^2*q4_0^2*b3^3
1129	2,1,2,2,0,3	b4^2*q2_0*q3_0^2*q4_0^2*b3^3
1130	4,0,2,2,0,3	b4^4*q3_0^2*q4_0^2*b3^3
1131	1,3,1,2,0,3	b4*q2_0^3*q3_0*q4_0^2*b3^3
1132	3,2,1,2,0,3	b4^3*q2_0^2*q3_0*q4_0^2*b3^3
1133	5,1,1,2,0,3	b4^5*q2_0*q3_0*q4_0^2*b3^3
1134	7,0,1,2,0,3	b4^7*q3_0*q4_0^2*b3^3
1135	0,5,0,2,0,3	q2_0^5*q4_0^2*b3^3
1136	2,4,0,2,0,3	b4^2*q2_0^4*q4_0^2*b3^3
1137	4,3,0,2,0,3	b4^4*q2_0^3*q4_0^2*b3^3
1138	6,2,0,2,0,3	b4^6*q2_0^2*q4_0^2*b3^3
1139	8,1,0,2,0,3	b4^8*q2_0*q4_0^2*b3^3
1140	10,0,0,2,0,3	b4^10*q4_0^2*b3^3
1141	0,1,4,1,0,3	q2_0*q3_0^4*q4_0*b3^3
1142	2,0,4,1,0,3	b4^2*q3_0^4*q4_0*b3^3
1143	1,2,3,1,0,3	b4*q2_0^2*q3_0^3*q4_0*b3^3
1144	3,1,3,1,0,3	b4^3*q2_0*q3_0^3*q4_0*b3^3
1145	5,0,3,1,0,3	b4^5*q3_0^3*q4_0*b3^3
1146	0,4,2,1,0,3	q2_0^4*q3_0^2*q4_0*b3^3
1147	2,3,2,1,0,3	b4^2*q2_0^3*q3_0^2*q4_0*b3^3
1148	4,2,2,1,0,3	b4^4*q2_0^2*q3_0^2*q4_0*b3^3
1149	6,1,2,1,0,3	b4^6*q2_0*q3_0^2*q4_0*b3^3
1150	8,0,2,1,0,3	b4^8*q3_0^2*q4_0*b3^3
1151	1,5,1,1,0,3	b4*q2_0^5*q3_0*q4_0*b3^3
1152	3,4,1,1,0,3	b4^3*q2_0^4*q3_0*q4_0*b3^3
1153	5,3,1,1,0,3	b4^5*q2_0^3*q3_0*q4_0*b3^3
1154	7,2,1,1,0,3	b4^7*q2_0^2*q3_0*q4_0*b3^3
1155	9,1,1,1,0,3	b4^9*q2_0*q3_0*q4_0*b3^3
1156	11,0,1,1,0,3	b4^11*q3_0*q4_0*b3^3
1157	0,7,0,1,0,3	q2_0^7*q4_0*b3^3
1158	2,6,0,1,0,3	b4^2*q2_0^6*q4_0*b3^3
1159	4,5,0,1,0,3	b4^4*q2_0^5*q4_0*b3^3
1160	6,4,0,1,0,3	b4^6*q2_0^4*q4_0*b3^3
1161	8,3,0,1,0,3	b4^8*q2_0^3*q4_0*b3^3
1162	10,2,0,1,0,3	b4^10*q2_0^2*q4_0*b3^3
1163	12,1,0,1,0,3	b4^12*q2_0*q4_0*b3^3
1164	0,0,6,0,0,3	q3_0^6*b3^3
1165	1,1,5,0,0,3	b4*q2_0*q3_0^5*b3^3
1166	3,0,5,0,0,3	b4^3*q3_0^5*b3^3
1167	0,3,4,0,0,3	q2_0^3*q3_0^4*b3^3
1168	2,2,4,0,0,3	b4^2*q2_0^2*q3_0^4*b3^3
1169	4,1,4,0,0,3	b4^4*q2_0*q3_0^4*b3^3
1170	6,0,4,0,0,3	b4^6*q3_0^4*b3^3
1171	1,4,3,0,0,3	b4*q2_0^4*q3_0^3*b3^3
1172	3,3,3,0,0,3	b4^3*q2_0^3*q3_0^3*b3^3
1173	5,2,3,0,0,3	b4^5*q2_0^2*q3_0^3*b3^3
1174	7,1,3,0,0,3	b4^7*q2_0*q3_0^3*b3^3
1175	9,0,3,0,0,3	b4^9*q3_0^3*b3^3
1176	0,6,2,0,0,3	q2_0^6*q3_0^2*b3^3
1177	2,5,2,0,0,3	b4^2*q2_0^5*q3_0^2*b3^3
1178	4,4,2,0,0,3	b4^4*q2_0^4*q3_0^2*b3^3
1179	6,3,2,0,0,3	b4^6*q2_0^3*q3_0^2*b3^3
1180	8,2,2,0,0,3	b4^8*q2_0^2*q3_0^2*b3^3
1181	10,1,2,0,0,3	b4^10*q2_0*q3_0^2*b3^3
1182	12,0,2,0,0,3	b4^12*q3_0^2*b3^3
1183	1,7,1,0,0,3	b4*q2_0^7*q3_0*b3^3
1184	3,6,1,0,0,3	b4^3*q2_0^6*q3_0*b3^3
1185	5,5,1,0,0,3	b4^5*q2_0^5*q3_0*b3^3
1186	7,4,1,0,0,3	b4^7*q2_0^4*q3_0*b3^3
1187	9,3,1,0,0,3	b4^9*q2_0^3*q3_0*b3^3
1188	11,2,1,0,0,3	b4^11*q2_0^2*q3_0*b3^3
1189	0,9,0,0,0,3	q2_0^9*b3^3
1190	0,0,0,0,5,2	q5_0^5*b3^2
1191	1,0,0,1,4,2	b4*q4_0*q5_0^4*b3^2
1192	0,1,1,0,4,2	q2_0*q3_0*q5_0^4*b3^2
1193	2,0,1,0,4,2	b4^2*q3_0*q5_0^4*b3^2
1194	1,2,0,0,4,2	b4*q2_0^2*q5_0^4*b3^2
1195	3,1,0,0,4,2	b4^3*q2_0*q5_0^4*b3^2
1196	5,0,0,0,4,2	b4^5*q5_0^4*b3^2
1197	0,1,0,2,3,2	q2_0*q4_0^2*q5_0^3*b3^2
1198	2,0,0,2,3,2	b4^2*q4_0^2*q5_0^3*b3^2
1199	0,0,2,1,3,2	q3_0^2*q4_0*q5_0^3*b3^2
1200	1,1,1,1,3,2	b4*q2_0*q3_0*q4_0*q5_0^3*b3^2
1201	3,0,1,1,3,2	b4^3*q3_0*q4_0*q5_0^3*b3^2
1202	0,3,0,1,3,2	q2_0^3*q4_0*q5_0^3*b3^2
1203	2,2,0,1,3,2	b4^2*q2_0^2*q4_0*q5_0^3*b3^2
1204	4,1,0,1,3,2	b4^4*q2_0*q4_0*q5_0^3*b3^2
1205	6,0,0,1,3,2	b4^6*q4_0*q5_0^3*b3^2
1206	1,0,3,0,3,2	b4*q3_0^3*q5_0^3*b3^2
1207	0,2,2,0,3,2	q2_0^2*q3_0^2*q5_0^3*b3^2
1208	2,1,2,0,3,2	b4^2*q2_0*q3_0^2*q5_0^3*b3^2
1209	4,0,2,0,3,2	b4^4*q3_0^2*q5_0^3*b3^2
1210	1,3,1,0,3,2	b4*q2_0^3*q3_0*q5_0^3*b3^2
1211	3,2,1,0,3,2	b4^3*q2_0^2*q3_0*q5_0^3*b3^2
1212	5,1,1,0,3,2	b4^5*q2_0*q3_0*q5_0^3*b3^2
1213	7,0,1,0,3,2	b4^7*q3_0*q5_0^3*b3^2
1214	0,5,0,0,3,2	q2_0^5*q5_0^3*b3^2
1215	2,4,0,0,3,2	b4^2*q2_0^4*q5_0^3*b3^2
1216	4,3,0,0,3,2	b4^4*q2_0^3*q5_0^3*b3^2
1217	6,2,0,0,3,2	b4^6*q2_0^2*q5_0^3*b3^2
1218	8,1,0,0,3,2	b4^8*q2_0*q5_0^3*b3^2
1219	10,0,0,0,3,2	b4^10*q5_0^3*b3^2
1220	0,0,1,3,2,2	q3_0*q4_0^3*q5_0^2*b3^2
1221	1,1,0,3,2,2	b4*q2_0*q4_0^3*q5_0^2*b3^2
1222	3,0,0,3,2,2	b4^3*q4_0^3*q5_0^2*b3^2
1223	0,2,1,2,2,2	q2_0^2*q3_0*q4_0^2*q5_0^2*b3^2
1224	0,1,3,1,2,2	q2_0*q3_0^3*q4_0*q5_0^2*b3^2
1225	0,4,1,1,2,2	q2_0^4*q3_0*q4_0*q5_0^2*b3^2
1226	0,0,5,0,2,2	q3_0^5*q5_0^2*b3^2
1227	0,3,3,0,2,2	q2_0^3*q3_0^3*q5_0^2*b3^2
1228	0,6,1,0,2,2	q2_0^6*q3_0*q5_0^2*b3^2
1229	0,0,0,5,1,2	q4_0^5*q5_0*b3^2
1230	0,2,0,4,1,2	q2_0^2*q4_0^4*q5_0*b3^2
1231	0,1,2,3,1,2	q2_0*q3_0^2*q4_0^3*q5_0*b3^2
1232	0,4,0,3,1,2	q2_0^4*q4_0^3*q5_0*b3^2
1233	0,0,4,2,1,2	q3_0^4*q4_0^2*q5_0*b3^2
1234	0,3,2,2,1,2	q2_0^3*q3_0^2*q4_0^2*q5_0*b3^2
1235	0,6,0,2,1,2	q2_0^6*q4_0^2*q5_0*b3^2
1236	0,2,4,1,1,2	q2_0^2*q3_0^4*q4_0*q5_0*b3^2
1237	0,5,2,1,1,2	q2_0^5*q3_0^2*q4_0*q5_0*b3^2
1238	0,8,0,1,1,2	q2_0^8*q4_0*q5_0*b3^2
1239	0,1,6,0,1,2	q2_0*q3_0^6*q5_0*b3^2
1240	0,4,4,0,1,2	q2_0^4*q3_0^4*q5_0*b3^2
1241	0,7,2,0,1,2	q2_0^7*q3_0^2*q5_0*b3^2
1242	0,1,1,5,0,2	q2_0*q3_0*q4_0^5*b3^2
1243	0,0,3,4,0,2	q3_0^3*q4_0^4*b3^2
1244	0,3,1,4,0,2	q2_0^3*q3_0*q4_0^4*b3^2
1245	0,2,3,3,0,2	q2_0^2*q3_0^3*q4_0^3*b3^2
1246	0,5,1,3,0,2	q2_0^5*q3_0*q4_0^3*b3^2
1247	0,0,1,1,5,1	q3_0*q4_0*q5_0^5*b3
1248	0,0,0,3,4,1	q4_0^3*q5_0^4*b3
1249	0,0,4,0,4,1	q3_0^4*q5_0^4*b3
1250	0,0,3,2,3,1	q3_0^3*q4_0^2*q5_0^3*b3
1251	0,0,0,0,1,5	q5_0*b3^5
1252	1,0,0,1,0,5	b4*q4_0*b3^5
1253	0,1,1,0,0,5	q2_0*q3_0*b3^5
1254	2,0,1,0,0,5	b4^2*q3_0*b3^5
1255	1,2,0,0,0,5	b4*q2_0^2*b3^5
1256	3,1,0,0,0,5	b4^3*q2_0*b3^5
1257	5,0,0,0,0,5	b4^5*b3^5
1258	0,1,0,0,2,4	q2_0*q5_0^2*b3^4
1259	2,0,0,0,2,4	b4^2*q5_0^2*b3^4
1260	0,0,1,1,1,4	q3_0*q4_0*q5_0*b3^4
1261	1,1,0,1,1,4	b4*q2_0*q4_0*q5_0*b3^4
1262	3,0,0,1,1,4	b4^3*q4_0*q5_0*b3^4
1263	1,0,2,0,1,4	b4*q3_0^2*q5_0*b3^4
1264	0,2,1,0,1,4	q2_0^2*q3_0*q5_0*b3^4
1265	2,1,1,0,1,4	b4^2*q2_0*q3_0*q5_0*b3^4
1266	4,0,1,0,1,4	b4^4*q3_0*q5_0*b3^4
1267	1,3,0,0,1,4	b4*q2_0^3*q5_0*b3^4
1268	3,2,0,0,1,4	b4^3*q2_0^2*q5_0*b3^4
1269	5,1,0,0,1,4	b4^5*q2_0*q5_0*b3^4
1270	7,0,0,0,1,4	b4^7*q5_0*b3^4
1271	0,0,0,3,0,4	q4_0^3*b3^4
1272	1,0,1,2,0,4	b4*q3_0*q4_0^2*b3^4
1273	0,2,0,2,0,4	q2_0^2*q4_0^2*b3^4
1274	2,1,0,2,0,4	b4^2*q2_0*q4_0^2*b3^4
1275	4,0,0,2,0,4	b4^4*q4_0^2*b3^4
1276	0,1,2,1,0,4	q2_0*q3_0^2*q4_0*b3^4
1277	2,0,2,1,0,4	b4^2*q3_0^2*q4_0*b3^4
1278	1,2,1,1,0,4	b4*q2_0^2*q3_0*q4_0*b3^4
1279	3,1,1,1,0,4	b4^3*q2_0*q3_0*q4_0*b3^4
1280	5,0,1,1,0,4	b4^5*q3_0*q4_0*b3^4
1281	0,4,0,1,0,4	q2_0^4*q4_0*b3^4
1282	2,3,0,1,0,4	b4^2*q2_0^3*q4_0*b3^4
1283	4,2,0,1,0,4	b4^4*q2_0^2*q4_0*b3^4
1284	6,1,0,1,0,4	b4^6*q2_0*q4_0*b3^4
1285	8,0,0,1,0,4	b4^8*q4_0*b3^4
1286	0,0,4,0,0,4	q3_0^4*b3^4
1287	1,1,3,0,0,4	b4*q2_0*q3_0^3*b3^4
1288	3,0,3,0,0,4	b4^3*q3_0^3*b3^4
1289	0,3,2,0,0,4	q2_0^3*q3_0^2*b3^4
1290	2,2,2,0,0,4	b4^2*q2_0^2*q3_0^2*b3^4
1291	4,1,2,0,0,4	b4^4*q2_0*q3_0^2*b3^4
1292	6,0,2,0,0,4	b4^6*q3_0^2*b3^4
1293	1,4,1,0,0,4	b4*q2_0^4*q3_0*b3^4
1294	3,3,1,0,0,4	b4^3*q2_0^3*q3_0*b3^4
1295	5,2,1,0,0,4	b4^5*q2_0^2*q3_0*b3^4
1296	7,1,1,0,0,4	b4^7*q2_0*q3_0*b3^4
1297	9,0,1,0,0,4	b4^9*q3_0*b3^4
1298	0,6,0,0,0,4	q2_0^6*b3^4
1299	2,5,0,0,0,4	b4^2*q2_0^5*b3^4
1300	4,4,0,0,0,4	b4^4*q2_0^4*b3^4
1301	6,3,0,0,0,4	b4^6*q2_0^3*b3^4
1302	8,2,0,0,0,4	b4^8*q2_0^2*b3^4
1303	10,1,0,0,0,4	b4^10*q2_0*b3^4
1304	12,0,0,0,0,4	b4^12*b3^4
1305	0,0,0,1,3,3	q4_0*q5_0^3*b3^3
1306	1,0,1,0,3,3	b4*q3_0*q5_0^3*b3^3
1307	0,2,0,0,3,3	q2_0^2*q5_0^3*b3^3
1308	2,1,0,0,3,3	b4^2*q2_0*q5_0^3*b3^3
1309	4,0,0,0,3,3	b4^4*q5_0^3*b3^3
1310	1,0,0,2,2,3	b4*q4_0^2*q5_0^2*b3^3
1311	0,1,1,1,2,3	q2_0*q3_0*q4_0*q5_0^2*b3^3
1312	2,0,1,1,2,3	b4^2*q3_0*q4_0*q5_0^2*b3^3
1313	1,2,0,1,2,3	b4*q2_0^2*q4_0*q5_0^2*b3^3
1314	3,1,0,1,2,3	b4^3*q2_0*q4_0*q5_0^2*b3^3
1315	5,0,0,1,2,3	b4^5*q4_0*q5_0^2*b3^3
1316	0,0,3,0,2,3	q3_0^3*q5_0^2*b3^3
1317	1,1,2,0,2,3	b4*q2_0*q3_0^2*q5_0^2*b3^3
1318	3,0,2,0,2,3	b4^3*q3_0^2*q5_0^2*b3^3
1319	0,3,1,0,2,3	q2_0^3*q3_0*q5_0^2*b3^3
1320	2,2,1,0,2,3	b4^2*q2_0^2*q3_0*q5_0^2*b3^3
1321	4,1,1,0,2,3	b4^4*q2_0*q3_0*q5_0^2*b3^3
1322	0,1,0,3,1,3	q2_0*q4_0^3*q5_0*b3^3
1323	0,0,2,2,1,3	q3_0^2*q4_0^2*q5_0*b3^3
1324	0,3,0,2,1,3	q2_0^3*q4_0^2*q5_0*b3^3
1325	0,2,2,1,1,3	q2_0^2*q3_0^2*q4_0*q5_0*b3^3
1326	0,5,0,1,1,3	q2_0^5*q4_0*q5_0*b3^3
1327	0,1,4,0,1,3	q2_0*q3_0^4*q5_0*b3^3
1328	0,4,2,0,1,3	q2_0^4*q3_0^2*q5_0*b3^3
1329	0,7,0,0,1,3	q2_0^7*q5_0*b3^3
1330	0,0,1,4,0,3	q3_0*q4_0^4*b3^3
1331	0,2,1,3,0,3	q2_0^2*q3_0*q4_0^3*b3^3
1332	0,1,3,2,0,3	q2_0*q3_0^3*q4_0^2*b3^3
1333	0,4,1,2,0,3	q2_0^4*q3_0*q4_0^2*b3^3
1334	0,0,5,1,0,3	q3_0^5*q4_0*b3^3
1335	0,3,3,1,0,3	q2_0^3*q3_0^3*q4_0*b3^3
1336	0,6,1,1,0,3	q2_0^6*q3_0*q4_0*b3^3
1337	0,2,5,0,0,3	q2_0^2*q3_0^5*b3^3
1338	0,5,3,0,0,3	q2_0^5*q3_0^3*b3^3
1339	0,8,1,0,0,3	q2_0^8*q3_0*b3^3
1340	0,1,0,1,4,2	q2_0*q4_0*q5_0^4*b3^2
1341	0,0,2,0,4,2	q3_0^2*q5_0^4*b3^2
1342	0,3,0,0,4,2	q2_0^3*q5_0^4*b3^2
1343	0,0,1,2,3,2	q3_0*q4_0^2*q5_0^3*b3^2
1344	0,2,1,1,3,2	q2_0^2*q3_0*q4_0*q5_0^3*b3^2
1345	0,1,3,0,3,2	q2_0*q3_0^3*q5_0^3*b3^2
1346	0,4,1,0,3,2	q2_0^4*q3_0*q5_0^3*b3^2
1347	0,0,0,4,2,2	q4_0^4*q5_0^2*b3^2
1348	0,2,0,3,2,2	q2_0^2*q4_0^3*q5_0^2*b3^2
1349	0,0,4,1,2,2	q3_0^4*q4_0*q5_0^2*b3^2
1350	0,0,3,3,1,2	q3_0^3*q4_0^3*q5_0*b3^2
1351	0,0,7,0,1,2	q3_0^7*q5_0*b3^2
1352	0,0,2,5,0,2	q3_0^2*q4_0^5*b3^2
1353	0,0,0,2,5,1	q4_0^2*q5_0^5*b3
1354	0,1,0,1,0,5	q2_0*q4_0*b3^5
1355	0,0,2,0,0,5	q3_0^2*b3^5
1356	0,3,0,0,0,5	q2_0^3*b3^5
1357	0,0,1,0,2,4	q3_0*q5_0^2*b3^4
1358	0,0,0,2,1,4	q4_0^2*q5_0*b3^4
1359	0,2,0,1,1,4	q2_0^2*q4_0*q5_0*b3^4
1360	0,1,2,0,1,4	q2_0*q3_0^2*q5_0*b3^4
1361	0,4,0,0,1,4	q2_0^4*q5_0*b3^4
1362	0,1,1,2,0,4	q2_0*q3_0*q4_0^2*b3^4
1363	0,0,3,1,0,4	q3_0^3*q4_0*b3^4
1364	0,3,1,1,0,4	q2_0^3*q3_0*q4_0*b3^4
1365	0,2,3,0,0,4	q2_0^2*q3_0^3*b3^4
1366	0,5,1,0,0,4	q2_0^5*q3_0*b3^4
1367	0,0,0,0,4,3	q5_0^4*b3^3
1368	0,1,1,0,3,3	q2_0*q3_0*q5_0^3*b3^3
1369	0,1,0,2,2,3	q2_0*q4_0^2*q5_0^2*b3^3
1370	0,0,2,1,2,3	q3_0^2*q4_0*q5_0^2*b3^3
1371	0,3,0,1,2,3	q2_0^3*q4_0*q5_0^2*b3^3
1372	0,2,2,0,2,3	q2_0^2*q3_0^2*q5_0^2*b3^3
1373	0,0,1,3,1,3	q3_0*q4_0^3*q5_0*b3^3
1374	0,0,5,0,1,3	q3_0^5*q5_0*b3^3
1375	0,0,0,5,0,3	q4_0^5*b3^3
1376	0,0,4,2,0,3	q3_0^4*q4_0^2*b3^3
1377	0,0,1,1,4,2	q3_0*q4_0*q5_0^4*b3^2
1378	0,0,0,3,3,2	q4_0^3*q5_0^3*b3^2
1379	0,0,4,0,3,2	q3_0^4*q5_0^3*b3^2
1380	0,0,0,0,0,6	b3^6
1381	0,0,1,1,0,5	q3_0*q4_0*b3^5
1382	0,0,0,1,2,4	q4_0*q5_0^2*b3^4
1383	0,0,3,0,1,4	q3_0^3*q5_0*b3^4
1384	0,0,2,2,0,4	q3_0^2*q4_0^2*b3^4
1385	0,0,2,0,3,3	q3_0^2*q5_0^3*b3^3
1386	0,0,1,2,2,3	q3_0*q4_0^2*q5_0^2*b3^3
1387	0,0,0,4,1,3	q4_0^4*q5_0*b3^3
1388	0,0,0,2,4,2	q4_0^2*q5_0^4*b3^2
1389	0,0,0,2,0,5	q4_0^2*b3^5
1390	0,0,0,0,3,4	q5_0^3*b3^4
1391	0,0,0,3,2,3	q4_0^3*q5_0^2*b3^3
