X_power	W_power	literal_terms	semantic_degree	sha256
3	13	1	0	7e646e01ee794d5f03e587897079279ee2b5d1031269d397a7205dbc8ecf3afd
4	12	1	0	e1aac29bf46c997b765fa59e123cd8899b39e877f9a688a9200c1fcb4aec51d4
5	11	1	0	78de38e3876dfc18419456eee2d67907544e2cd3d69a3632d8c6bf8b41553b0b
0	17	1	0	65d513fe1ad0d6b612fb8b6f66c26b2d5f49fc02d61a66232dda4c3e975bc9fb
1	16	1	0	e125c7466048c0a335745a86b240a546611ce9c920eeec234a2bb2bc9a6b2cbd
2	15	1	0	a08c17ba065b10f9c2efaea55aaa711bbe24d8d3f2c391756cf45242687275ae
3	14	1	0	e69da2192049762c549c25df7bd50928f3c1ba507e82ede8bd7758b83a8ca550
4	13	1	0	a294491827404ed4dafe0ace52cae023884c34347c44a3af53a21eae1f3dfce8
5	12	1	0	6e86962d936051619ef216a36af85e5597fb3d60476c56f05de225544cdfa433
6	11	1	0	1cc5614c8be434ee95b5a22c303b8ec128933b715b8c420ac873776fd07c613c
0	18	1	0	518a2becc963f55aef6c78501f8ed3c74d1fc230af4ea94828a4eade62eababf
1	17	1	0	6453c8a4b4d0a5742aca0a5cdf48d9e9d0a515f363d571106c5fa57fd21f0c56
2	16	1	0	c04eea914579280bb87c248e5dde3f991ee8d3c6f7a4bd81308bb39ad6910a9e
3	15	1	0	a4974dd007988ca2e931edc88281e109d570cb7738f6e8456e92d822390eda21
4	14	1	0	97fea30ff59ba65e2a43823efc562ff6def25ab793ddd9cd0e7ec89c1b7ae478
5	13	1	0	ab16fd3c9248842b0bc0db06e7126b16d0307e9f021a320410f37f44e6e23185
6	12	1	0	a0072866758cd709025c112cee72a0d41f1dcda9bec6ab9324609e5c3a74b6e1
0	19	1	0	d613940ff9a3775cf2b87a22cee1e1ea28e733ae6b36851956aed4d29d6465d7
1	18	1	0	57a6ad85d152b320997913e5b2838e77167e30cb606cd39c000e47a78abfb989
2	17	1	0	c6d1cc3878c8b9650ec13aabb1b7fca99665f59cd6c1fb4d7ec5bd6159735133
3	16	1	0	5bec43c0e2a7363c08ab43d2269f550d79db199dcac15c8b7f8ece9fcc40fe4b
4	15	1	0	b065a796e86bac2543d2a89a203f6b4d28439135efe8c7c65bff670cc596afdb
5	14	1	0	8a35ea6906dba315603f23b83508e2007b93400cf81f9da7322607e72d23f419
6	13	1	0	99c95599b9b8c247da4147a4fd8168280169678e425d1e54a2ad115836c2743a
0	20	1	0	b916f0a0db8880ad6990d81c14a2c0c61cad455b02643f94371b7868108e2d24
1	19	1	0	13b537534cfc2bb9c80bfc60c680099d559a8d4a235d9899ab2a57a079ea7939
2	18	1	0	24e9c5b5a098b8c073c9a9c065000c1665ac5e6098e887fa3cb35932d1a33cb5
3	17	1	0	26bec838b74db2c7c83b2eeb12cf6344e52ea64ac478725f9b49ac4712345750
4	16	1	0	3a8be72f36db474f18319ad2211105494263a77b0e7d3b14eb2f07a9e4b418ee
5	15	1	0	1f6f6246979aafa43e6307abc8a26335e70c63aedaaf1640641cd3cd1f477993
6	14	1	0	e2e800e16278eeae3a014a8c7a64111c3346c92532f2be78e56b0d45f0157c70
0	21	1	0	9ae9ae4d0a43998bc4f84e90a7071900dbfcfb3dfe642a9bcb4ea310f64216e6
1	20	1	0	512f1c8fb3ab2ff85dc30d9ab41a6f11a4ddb54f75b4911cf7c389f32db9d99a
2	19	1	0	8071ca7c8945a61601416198525497ef5c31254a56edb765d9ed203e91f4332d
3	18	1	0	64e73a5b8675c766bc7b070e55d23d7112c1f425337ea03cff31d15876d4729e
4	17	1	0	a900b6be3dafa336730b69be43708eb49b6592a708bb1733ab1db2faf5466ee9
5	16	1	0	f6ace2a45d4e6b970be77c0d49ec46201a3d76a58a00324882ca5065a0805d0a
6	15	1	0	65b4b74bca84cc5c8ce727f6b66df06922cc7dceeb493b739b1db4597252e3fb
7	14	1	0	338391dfe839a493f7c784a4df9dc3cb7879a6aebf766a01f28fa3467f362986
0	22	1	0	63ac8029caf1c9ef723c1e1018a410769ec82b37ce4832e94dfd59b5153f8f1d
1	21	1	0	e577b6115ff3462131d8b63a645528e41cbeb102ef23958432a6c7b20f09c5cf
2	20	1	0	fd2e4d0d9c467e68731fd75b1b501aaf45a6c1594b955c251ead71b6fb32a9c4
3	19	1	0	33ddc790e5f9085d88eb09fcf4e810823c0068f6b38110dbda1d48cf927992b7
4	18	1	0	31e7b8e47869dbe00a96bb9f1a06bbd85ed1e4c5959d24121163fa9742bff6fd
5	17	1	0	1cce91cfacf33490fe1d01d3a1efeb375dfd9baec69c72fd889642a5698d582b
6	16	1	0	ef87796f5f6d367c334710334ec5cbfd9b62fac9327d3bf895459ac9a95f8a79
7	15	1	0	3f3011679516d2dd9f29488926e929103bacc99a6e3c7c4b807fce1b607d1863
0	23	1	0	1c8cc1bb736a5fffb3dadd2dc32378a6f467f74c229c1169f6e07945ce9c5a92
1	22	1	0	f29562e124e0fda13f9a622e1d04959c9308e68fb4e778fcb8fc469eff1765fd
2	21	1	0	c177cf811e16ba5d50a26b64aea93f2d6ef7ff173ed6ebcbb9f057f91c13231b
3	20	1	0	45453b343020dd60135d2873df94da0eb7e4ab8c281fdba64cb9c54f61b638d5
4	19	1	0	f85fb2c5447c3e7d2aeb3126c8a8e53802950dac13c5173b46b1617c57a39de9
5	18	1	0	d335b27489c030ff876687931c70fa0b3f1df6e7baad6bf6b49ea7a986e253f0
6	17	1	0	3df9d5fa488aea5fdf6fc2893fe7c24511b886aef6a76ea64fdc18d16d92da25
7	16	1	0	57ade7b9a91a0493cd32f411911bd953ecc17ddb17228ce682163f70c358a4e7
0	24	1	0	6145aeca75c46567c18ed7c16950763e369053ed6ca732e383cc19ec9a959155
1	23	1	0	42378a903b967a2d14b4ce661b2531051ac24c31472c0cff8772ffcab2d51d22
2	22	1	0	734a6090c9f1bac3df5ed4f558c53f554f21c46eef6b0a0697cc9136692c4f8e
3	21	1	0	08e66c0b107877e89f5a490fbe497defbfb40d9d9d71022528d615950ff96b4f
4	20	1	0	6ebd1a1e6c3952d8028f6b802c37f35d22980e3fcf6205c1b00bdef45753c634
5	19	1	0	a4e00d613cee4c023d9e19b94839467fd9197f292e5626b19f3d2f6853e6e884
6	18	1	0	a9950343d550f35c63a626ea659cc78b0f250b75b59fcd6aefea7fa6916bc43c
7	17	1	0	d53a7377958093a34e9eb345a67a71ff1875287891c2b58f4e407098344f2257
0	25	1	0	5d96621479ecc9ebc0c0e58cf46f765009ef45048b8afff8936b323910ab66b6
1	24	1	0	0e15b0be91b235a051b531784d58172caac2ccc7d3f17001c968d71da703b5e6
2	23	1	0	814b9a713e670c5686add127e8d4899ccd2ef2844140f85a20b0ada5d4bb96d2
3	22	1	0	43d72d17be0561eeaae00a5692de1d024e43da5de0b869b9b9275a681a5503e0
4	21	1	0	f474ed7b14cfd2be530cef2f92162adfc956c3ed038a386c9c51bd0364a06047
5	20	1	0	0487305a704e023ae57a074d536580ac7920eac8812ab9f331fa7f711b07d7eb
6	19	1	0	0c3ed451618e64abb3ec5a3c506cb92d8c182e81b2a60df06a94667f63288fe8
7	18	1	0	9913a739c16303680a327fc6a22a97de661efaa65469073c932a14c290750523
8	17	1	0	89001e39b941a54dfb6a07de7825c6666ff9f0c7ad990fe308f42f90088c896b
0	26	1	0	7f0fd43cc08ccd71167ef029ba4961c709c741fd4c227e4bdc103fcae26687af
1	25	1	0	5fd19381898260b95163fe374996f1694590dcfb672a2e7bd6ea3fd0f6b14f98
2	24	1	0	1cc4595e66882a4066e773f17d8adca63b47a52d2760507c8c8c3840637aa755
3	23	1	0	35218b710dce8609af558ad76011b7c705916930561404786dc8c814bd6c00d5
4	22	1	0	7824d8176105545d91acb2db6fe60ceb710cf4a89f00f3fd78451c44cfedc40f
5	21	1	0	9ade93714826c230702bae0276edc725b086266fb990d8d8ac63fb3b08cf0644
6	20	1	0	6764f8c9c58d0a90f7f1eab866d9d864032d2cb20ecb79eb90071b06ffe9f31b
7	19	1	0	5235644face028701d769f72d55b29c34d42469d2f0bd41515546a1c8fa29ae0
8	18	1	0	4cba392a839653baabeea9853dca1f28e88e94724bca8ec9d96926f2903c5f74
0	27	1	0	d1124289b7657914798e423dc7b6395334f83540591b41b25aef1ad08a3aa7c3
1	26	1	0	24982c3a6dab3571ee3617ccf54f84e8c9f8e1e5a7dd02fe29ac228384fcbf23
2	25	1	0	4275d8db39dda38be4b59c869ca64dc35c21d483c5eae61e655c7cf183b08ba7
3	24	1	0	59f5fa95634b0f2d7958062d75b6c0fe285ea16d278d500006ff4234fcbaabf6
4	23	1	0	baa04427e55faf9c6bc3a8984faa0c0780a5be516f8d1db7e32257ae30e24207
5	22	1	0	92d7ff69142157b362eed0e2f6042316b20367988412cf4fd6ec45cea7868d63
6	21	1	0	48b88bdea01dd9afde702bd2006c89817bfe53bf28eec0ab8a4a6f910e283791
7	20	1	0	274a63cc713d80299a9d3dd99102648505aac00cc7a812118a9467e1933d732f
8	19	1	0	2fd2de6e3bdacebdb5a84a790cce23adf9c5d49ac65fb5ac8e8663753cd59531
0	28	1	0	a4e42c0aaccfeabc5eedd718e9bdfe0cac0fa356729015668723a0c53d591d73
1	27	1	0	4d48d621824839b8a0e1450de77101ccaf8c00e3d2b8b2ab7ba1c841c3eb8f6b
2	26	1	0	fa551ed3930efae259d6bb732ce113b22a1e2ad7c7172a8367fbab69c243de1c
3	25	1	0	9e920cceba1779c875b0f7b98db9599f102a7b29c04ae6d85872d14b310b9a4c
4	24	1	0	dd1fbef4959582488ecce1f54a15d3e1461c5f51e9effd3f3c4d57c91bcd303c
5	23	1	0	ddbe2699042c22614f82d523ba2074b2f470c8b5472636227f74daf6b3a8d0c7
6	22	1	0	ad84dd4cbe80b7cc4ed01c12fce751515a1f10f31508b03c612e797c90e509fe
7	21	1	0	a1bc6d65c1e8544104483a6240eba59138bad03bad1d4a5c7dd84431c46f5f12
8	20	1	0	d23b33b270d67ddf06c8bc154e9a5b454a7113b98e8eb07f7c6a2189ff8668ee
0	29	1	0	65c773e9d3a18508138d0694a2aef7bf56fcc3508eaa3eed3633327f868aae12
1	28	1	0	0a17bc2dc0c7e5b4bdc8cb15eb191d27ebdab2cf4a9caac822620a9810cad36d
2	27	1	0	47dc171be245715c2ef7a3978d76866de054cc0f1242bdfa3a6785072ae969fe
3	26	1	0	3111600395af9395e5456324c6fc924bbc872bc4afc361f263112637f70ee19c
4	25	1	0	3717c8f16be0cf7ce284b004967c8ddfb7a1132dffa3e8b31fd3eb92dd16720c
5	24	1	0	e96c797c9a9ab80e4c39ca70291ef64e38d5b867154a504802a1d3eee165756b
6	23	1	0	87ea81257fd6b3a840c8ce78075f5f7c07f03842204631deebe046cc7775fee4
7	22	1	0	0d58dc47f2c3f3db924f502f7817c58dc13be3014bfb181db749c03778024c60
8	21	1	0	9acb152a1d59621ddbe1ae09f1d2a88799689f3aa731eca1b65cdf0c756fa0d5
9	20	1	0	12e104bfe42a4abcb0d791c62bccc0aa8af10fe6b767239411d268dcfa6955d5
0	30	1	0	9b772730a65be2ec0a12604f734d1d1a521a39117fdfa6027ebcb74ab4edb22f
1	29	1	0	4c214e34d3140e899a9aa43495c7f7cf119568ee3bf27f00d086270f68282e34
2	28	1	0	29ca19f62ab192ac732499495136ed8ffa78f9b7e660899fbb4c17789c024a16
3	27	1	0	08c95063a58a94d92d8b22ce7919411742d5cc1a544d94dbdc10d5876c5eb169
4	26	1	0	0bb7520c71d305610db323587b2f41f393e9bc118b2ff77fe05865b5275dc5bc
5	25	1	0	b2f3f19ec253c4cbc072a7ad9d43b1fa306682053c794f27e05b2ed782948aae
6	24	1	0	b36f6086f040e558ed24a42fced44887b507602043701829ddf26fcd286077f5
7	23	1	0	12c837af0e567f8baf52c3a48f2f9d80207da375ccf67d81345992588381049a
8	22	1	0	6a20f31c0a1d2e82bc4e2df46e7b6ea642fad92f9947e2f768cc6a942e846944
9	21	1	0	da98e864c9bc80fbb5fa0d4200cffa2cbaad98190f2d9681bd51c32c1df88470
0	31	1	0	ee9e0ef287e124f91104ed85020603544f5d3b9bd97e644fdd563b4396dc5306
1	30	1	0	96aff330376eb90fdc1a2984fc6f7a14c5a135859e7ce3308e9374f9b83dac3d
2	29	1	0	6bd398f0c9fd970b0ef5bb4304d780e76778db6e978fd0128993e4b741696f4f
3	28	1	0	0ecf6739627a8abb2a32a2ffe4b663e7f70b7776e0d6905ce533442f6a39d37f
4	27	1	0	892caa7c590f32cfd2f508904ee5110e7e9c30540d3088ee46f6dd3f9785b2f7
5	26	1	0	48931f53d8cdc150dbfd39c7ce91256bd1c598393e9a782194f950ab90e27e37
6	25	1	0	7cb9d10d2eac71fd1ad5233f18181217a26a7d60831733b10d0b8cd4e95d02a0
7	24	1	0	d5fac72442ac31770a2c916f5f1e22883c09c009785e472eba1a0ac49994e0aa
8	23	1	0	05e9600177401e21f243b0b8e4d66ee405ac7b4e6740a6bedc41b940390a552c
9	22	1	0	c7b12b273006f245f699720e1937bd64a6f26eace2e1a692da4bec151fe0bbea
0	32	1	0	28ffb4f0d6ae2033f128124ca7826e3285271bce7be787c14f4a230eca31683b
1	31	1	0	d00b6ae3c55379c0a4333b5d88c43c9ad6b3ac2b79ca09c1ef1517fd18fa2b4c
2	30	1	0	058c9e81b41d12de0dcbfd3c942d42fb26ae2b409bdfca7a87c4cd6b9554de45
3	29	1	0	bef615ede4ef6da56ec97e3e7bb1b4858e465a4a86b081bff5e918f8873dbb6d
4	28	1	0	4dfd607c369cdcaf3ece19587a491ebb63c0fb97c62438befa447f82e4578468
5	27	1	0	5e094d86012123ea38cad46397b9528e5c87e8cd8bfce9716fc63520e3baa48e
6	26	1	0	1a1d67f09bdd6c8e930431fc1665ba32444fe3cec36580e07c64fd26fe716e61
7	25	1	0	6771e40f80590aa3dac3b7fa5b128317930c8e5221eb25acfb24e98ac82c0408
8	24	1	0	b87ed69ed2bfa1779dd5399649fedc1387960f09e04b37e868ccc23aae761fa8
9	23	1	0	21d4e82a21b32fc44e81170bda1da258e31f41bf66578997742bee6922dcea27
0	33	1	0	1d1068d746e2438f5f13dde4133bcc50e45077a08e66ce2f1acbc20ea0202155
1	32	1	0	04dd51763d4ca777887daf6e950895848e111da018fdb05fabea1aa4557efc8b
2	31	1	0	3a4fa8b93f07dabbf231a60f57b4da23f3935cc4387af535ba5708ecc54037a0
3	30	1	0	cfc108c26648fab4159ca2c956c5ef94da403c4f4803708e8174a9fca472d38f
4	29	1	0	a82f6899ef923f4235d9161f6e66829c175ba9c4bdff79a0406642339e555ef1
5	28	1	0	8f2983080c21eac6dc5bb95a3c348b8823a7ddb18f1966b01772cf01241fb60a
6	27	1	0	d1d6045b3dc4ab05a10ecbc067824be2ce8c8b8596a07de5975692e2b558d18a
7	26	1	0	478299cea920675cc3d04027d372ed60791b12a81f6840447f3ef37432ba4d7e
8	25	1	0	037f1728dac5df34d2e151c1b2921c349fc15d72f6446129d982d540719a0bf9
9	24	1	0	4d6b6bb33074a6b46c8c037ca67bc78f0d7041eea523a6e1c605d42ecd07a640
10	23	1	0	d675aca143d08ea5ecf1a3fa0c4cac9594c5219ae3afc0c60da6ba5621af0cb6
0	34	1	0	443da87898e6a96671ca7bed98e0e103785c4905fe422ba0916f2be3b3c05543
1	33	1	0	e0e2a06842493ea99510191376f232871e657ddf442be2c1cf02a585485a181d
2	32	1	0	07cbb48810bd368962a3a245b69d7f5739c7430f47ce8e5fa822b61314bd8370
3	31	1	0	bbe4cd0c076bef2541be2192413ab42b6a6200ec8038ec764aeaddf0587d12b1
4	30	1	0	6ad49dcdd8d801a6f9f03565b3bf5bfc489d99cb1a3329825212ca839add3a73
5	29	1	0	683f0c6519513d00f12b051d1701c4f8516fffc0128a2ce314890a61b9030260
6	28	1	0	b7f6c6345e271e0f2e2f52bff5028bf78e1d5dfecbef6ed164dc279965fb77ef
7	27	1	0	28f585b219f4cfb43de01561dc2a402814a9e2143092596ea88baffeb2b2e907
8	26	1	0	fec6fe931fec56f01f70e314481acb781d93c2cd71bd5b4374145dba8024d2ca
9	25	1	0	bbdea2a72abaf7eddbc9e207e3e6f19075782786f5fa84831ad74ab6e43985e4
10	24	1	0	9514999aa2236327001a71bd87276d0d476df2d3df75ef3511fe2c2b9b4df004
0	35	1	0	4770006117de7a9996089b18af204f34b224bd2fb517a5be8a9f57b0a6778340
1	34	1	0	6f7581d93c502f9b82643dd50a03cd9a4e34ac60ce916a676e1c7c13e7e584cb
2	33	1	0	2bccdffa89db045d0ccababffdfc38db893707e3e2ee896364a6e41bc17e18e9
3	32	1	0	fcc4d16c968d63f3bc943bbe6a994993ac633a9fceded9c456793c0164ec0785
4	31	1	0	f642dd1b66ad5cb01b08f9b36a4935916f60e0cb6a848e0f0f6759b726072fdb
5	30	1	0	cef22f879e71bff96be01492c4b4ab5c3571783b6884da66b1dee241cf63e809
6	29	1	0	6586c3ed755818e38839de8c7de5b9f2d2a83f080931018586ff04874fa062bd
7	28	1	0	3c9cb7e9c23ac327d200aa2dfad5d97c9e1487f230e49a0947cb42c39731212c
8	27	1	0	b760aba9223344eece077f8377d7169151f48c0ba603b36911c8750a2b00b68c
9	26	1	0	26ff7b8120e311ab13f3ee66aad01179002fdef57cd0f6035cfd82cd41304f23
10	25	1	0	e873d64e57254b7f3722545be6e80281718ecffd5e7454284625f4d92a40796a
0	36	1	0	043cf48bcd53ff9afadfd31e30d3a37980d05e32aa2eeed475b4a2f5cffcae1e
1	35	1	0	819c3b8d3c4c2c96ede1128f69c11c9865c6a9cf31a1a50a153c9a9c7513d158
2	34	1	0	36696b40d52c83d1232d51a26eff993bf173c158dd1913aa036b358aa6e5db0f
3	33	1	0	f31e0cf7a54cd4f3e14f5037811417d685207e5dbb2079e712aa6cf30bbc31cf
4	32	1	0	314deb44de31c198250178a3ac295b9bda19588c7ca5d8a6f993ef99761e0004
5	31	1	0	fcec014cbe0c61642d515c88d5f8ba8eaff150e67a4161ce7dcd8f5cc51d837c
6	30	1	0	3ac02166cc6aab705626d16640c98bc941236c4b1209aa4ba7aebead03048324
7	29	1	0	d2de0ec10f8f0a8df77c08baad7f6853d98c050e8267b5328a777fe81666d266
8	28	1	0	77c06b4c313d3216dee867c9a2a59549cd83faabddb1353b510ed8e4e1633f4f
9	27	1	0	5610f1881766cf38b8e5ba1784e43bbff194e029a7d2a036f88007afc4bed4e5
10	26	1	0	3971d976f89db0093df5ef7f8d92a10a5fa401d65b9c8d984491fed8042adc82
0	37	1	0	5715a2d3f14b75cec8dcc852619d7249bca1cf3a06b3d8ee7d6097e3bb04ab6b
1	36	1	0	3b41774d9095fb5ee0164911021c03120a8440882307407c7d06f54cf9545c51
2	35	1	0	4b85017cf3468e554661cceaf76657a0ab3b34134da1a5145640b3f522fecbff
3	34	1	0	6a7913739ab181b929ec9cd03a35d24b2606110718721e5081c813939da6baca
4	33	1	0	2761f8cc42823a97e26126bc4788943e77600a04fc2ea2cef63aea333326f440
5	32	1	0	a1311df3872b4bfecd195351afd739a1d83586b5ead29a60cd7a4899051a9e87
6	31	1	0	c2ba5c07c2ac173335cca09d8b9b6802907d2ce8cad7e7d6ea7729014cd270df
7	30	1	0	c48c62c9b6eee3bac1fe0f59f6568e5412fec97319222dc399ccb78ad39c07fc
8	29	1	0	e0d16f85901f7dc82e2105f19b01b38895627a9965cb289fd6ed2857ece936de
9	28	1	0	e1b1b59829808305c969ba00de7ca55deeba5d5a783515b952cbce6f1f83b17a
10	27	1	0	91d74154c888a8fde2d3a88bd0d3723256a125058787f9f1794357c5d72e3198
11	26	1	0	54ff6a567a394a4adb6f8ea8749a2132111778df8fd9696a53c6defd4d14423a
0	38	1	0	d0127b5ff5e73f9326558ad00a76614516d67c24a63c6732eafb25a73cd3c261
1	37	1	0	141e9717ba56e8b78b9e3b7feb8e1fab8d3c6cc02cb092267b54e0e6c1f51c2b
2	36	1	0	79b4ad0a64db31dd6c31bda4fe4e7423ae52eaecf3baa6e6033a05e0919518fd
3	35	1	0	b7ab70b749c678ff6f7356d33a702fcb1f988947cf75a7308b4bd565a84dc9a4
4	34	1	0	8c56f1dfdba40c9eb6b72c928bb884e799018d3fc6752f61dafc17fb22f076f5
5	33	1	0	76debc319ac8f702e2cbde465314acc7effb45aa683626f417844f8fe31d4447
6	32	1	0	444af1e1f5023ffe2e5c46f4413d25a194aef4f4d6277c060438da0661bd91e3
7	31	1	0	cb8f0e5a7f12db334669c69cf5cb07754e62d795848f932b02c84f1d8f1b109e
8	30	1	0	d130cfdc12f5b7c69a73a47519911d120aa64b69b8d34645ed4d08806920a5cf
9	29	1	0	5670918231da34bc0c971d1804114961d61cbd4386fd5bab5484b10e19d2dbcf
