0	18439
1	18442
2	18445
3	18449
4	18453
5	18459
6	18465
7	18469
8	18472
9	18478
10	18483
11	18488
12	18493
13	18498
14	18503
15	18510
16	18515
17	18520
18	18524
19	18530
20	18536
21	18542
22	18546
23	18550
24	18554
25	18559
26	18565
