snapshot_utc=2026-08-27T18:31:41Z
               total        used        free      shared  buff/cache   available
Mem:     532329013248  5150863360 528422834176     3080192  2767650816 527178149888
Swap:              0           0           0
    PID    PPID STAT ELAPSED   RSS %CPU COMMAND         COMMAND
    446       2 I<    246708     0  0.0 kworker/R-ipv6_ [kworker/R-ipv6_addrconf]
    447       2 I<    246708     0  0.0 kworker/R-kstrp [kworker/R-kstrp]
    452       2 I     246708     0  0.0 kworker/14:1-ev [kworker/14:1-events]
    456       2 I     246708     0  0.0 kworker/24:1-mm [kworker/24:1-mm_percpu_wq]
    465       2 I     246708     0  0.0 kworker/49:1-ev [kworker/49:1-events]
    467       2 I     246708     0  0.0 kworker/54:1-mm [kworker/54:1-mm_percpu_wq]
    468       2 I     246708     0  0.0 kworker/56:1-ev [kworker/56:1-events]
    475       2 I     246708     0  0.0 kworker/16:1-ev [kworker/16:1-events]
    476       2 I     246708     0  0.0 kworker/20:1-mm [kworker/20:1-mm_percpu_wq]
    479       2 I     246708     0  0.0 kworker/29:1-ev [kworker/29:1-events]
    481       2 I     246708     0  0.0 kworker/37:1-mm [kworker/37:1-mm_percpu_wq]
    482       2 I     246708     0  0.0 kworker/42:1-cg [kworker/42:1-cgroup_release]
    484       2 I     246708     0  0.0 kworker/52:1-ev [kworker/52:1-events]
    488       2 I<    246708     0  0.0 kworker/u257:0  [kworker/u257:0]
    500       2 I<    246708     0  0.0 kworker/R-charg [kworker/R-charger_manager]
    501       2 S     246707     0  0.0 jbd2/nvme0n1p1- [jbd2/nvme0n1p1-8]
    502       2 I<    246707     0  0.0 kworker/R-ext4- [kworker/R-ext4-rsv-conversion]
    505       2 I<    246707     0  0.0 kworker/36:1H-k [kworker/36:1H-kblockd]
    506       2 I<    246707     0  0.0 kworker/47:1H-k [kworker/47:1H-kblockd]
    507       2 I     246707     0  0.0 kworker/15:1-ev [kworker/15:1-events]
    508       2 I<    246707     0  0.0 kworker/15:1H-k [kworker/15:1H-kblockd]
    529       2 I<    246707     0  0.0 kworker/60:1H-k [kworker/60:1H-kblockd]
    537       2 I<    246707     0  0.0 kworker/53:1H-k [kworker/53:1H-kblockd]
    539       2 I<    246707     0  0.0 kworker/55:1H-k [kworker/55:1H-kblockd]
    540       2 I     246707     0  0.0 kworker/55:1-mm [kworker/55:1-mm_percpu_wq]
    544       2 I     246707     0  0.0 kworker/50:1-ev [kworker/50:1-events]
    547       2 I     246706     0  0.0 kworker/10:1-cg [kworker/10:1-cgroup_free]
    550       2 I     246706     0  0.0 kworker/7:1-eve [kworker/7:1-events]
    552       2 I     246706     0  0.0 kworker/62:1-ev [kworker/62:1-events]
    554       2 I     246706     0  0.0 kworker/45:1-ev [kworker/45:1-events]
    556       2 I     246706     0  0.0 kworker/5:1-eve [kworker/5:1-events]
    559       2 I     246706     0  0.0 kworker/39:1-cg [kworker/39:1-cgroup_free]
    561       2 I     246706     0  0.0 kworker/31:1-mm [kworker/31:1-mm_percpu_wq]
    563       2 I<    246706     0  0.0 kworker/49:1H-k [kworker/49:1H-kblockd]
    565       2 I<    246706     0  0.0 kworker/51:1H-k [kworker/51:1H-kblockd]
    568       2 I<    246706     0  0.0 kworker/52:1H-k [kworker/52:1H-kblockd]
    569       2 I<    246706     0  0.0 kworker/54:1H-k [kworker/54:1H-kblockd]
    572       2 I<    246706     0  0.0 kworker/56:1H-k [kworker/56:1H-kblockd]
    574       2 I<    246706     0  0.0 kworker/57:1H-k [kworker/57:1H-kblockd]
    577       2 I<    246706     0  0.0 kworker/59:1H-k [kworker/59:1H-kblockd]
    579       2 I<    246706     0  0.0 kworker/61:1H-k [kworker/61:1H-kblockd]
    583       2 I<    246706     0  0.0 kworker/12:1H-k [kworker/12:1H-kblockd]
    587       2 I<    246706     0  0.0 kworker/46:1H-k [kworker/46:1H-kblockd]
    589       2 I<    246706     0  0.0 kworker/4:1H-kb [kworker/4:1H-kblockd]
    591       2 I<    246706     0  0.0 kworker/6:1H-kb [kworker/6:1H-kblockd]
    592       2 I<    246706     0  0.0 kworker/33:1H-k [kworker/33:1H-kblockd]
    594       2 I<    246706     0  0.0 kworker/34:1H-k [kworker/34:1H-kblockd]
    596       2 I<    246706     0  0.0 kworker/32:1H-k [kworker/32:1H-kblockd]
    600       2 I<    246706     0  0.0 kworker/43:1H-k [kworker/43:1H-kblockd]
    602       2 I<    246706     0  0.0 kworker/41:1H-k [kworker/41:1H-kblockd]
    619       2 I<    246706     0  0.0 kworker/23:1H-k [kworker/23:1H-kblockd]
    621       2 I<    246706     0  0.0 kworker/R-kmpat [kworker/R-kmpathd]
    622       2 I<    246706     0  0.0 kworker/R-kmpat [kworker/R-kmpath_handlerd]
    624       2 I<    246706     0  0.0 kworker/63:1H-k [kworker/63:1H-kblockd]
    625       2 I<    246706     0  0.0 kworker/48:1H-k [kworker/48:1H-kblockd]
    626       2 I<    246706     0  0.0 kworker/18:1H-k [kworker/18:1H-kblockd]
    627       2 I<    246706     0  0.0 kworker/28:1H-k [kworker/28:1H-kblockd]
    629       2 I<    246706     0  0.0 kworker/40:1H-k [kworker/40:1H-kblockd]
    635       2 I<    246706     0  0.0 kworker/38:1H-k [kworker/38:1H-kblockd]
    638       2 I<    246706     0  0.0 kworker/62:1H-k [kworker/62:1H-kblockd]
    640       2 I<    246706     0  0.0 kworker/42:1H-k [kworker/42:1H-kblockd]
    641       2 I<    246706     0  0.0 kworker/58:1H-k [kworker/58:1H-kblockd]
    645       2 I<    246706     0  0.0 kworker/3:1H-kb [kworker/3:1H-kblockd]
    658       2 I<    246706     0  0.0 kworker/16:1H-k [kworker/16:1H-kblockd]
    677       2 I<    246706     0  0.0 kworker/14:1H-k [kworker/14:1H-kblockd]
    690       2 I<    246706     0  0.0 kworker/37:1H-k [kworker/37:1H-kblockd]
    693       2 I<    246706     0  0.0 kworker/45:1H-k [kworker/45:1H-kblockd]
    701       2 I<    246706     0  0.0 kworker/1:1H-kb [kworker/1:1H-kblockd]
    707       2 I<    246706     0  0.0 kworker/50:1H-k [kworker/50:1H-kblockd]
    712       2 I<    246706     0  0.0 kworker/39:1H-k [kworker/39:1H-kblockd]
    713       2 I<    246706     0  0.0 kworker/10:1H-k [kworker/10:1H-kblockd]
    735       2 I<    246706     0  0.0 kworker/7:1H-kb [kworker/7:1H-kblockd]
    746       2 I<    246706     0  0.0 kworker/9:1H-kb [kworker/9:1H-kblockd]
    751       2 I<    246706     0  0.0 kworker/8:1H-kb [kworker/8:1H-kblockd]
    752       2 I<    246706     0  0.0 kworker/5:1H-kb [kworker/5:1H-kblockd]
    757       2 I<    246706     0  0.0 kworker/19:1H-k [kworker/19:1H-kblockd]
    758       2 I<    246706     0  0.0 kworker/26:1H-k [kworker/26:1H-kblockd]
    761       2 I<    246706     0  0.0 kworker/30:1H-k [kworker/30:1H-kblockd]
    766       2 I<    246706     0  0.0 kworker/17:1H-k [kworker/17:1H-kblockd]
    779       2 I<    246706     0  0.0 kworker/20:1H-k [kworker/20:1H-kblockd]
    780       2 I<    246706     0  0.0 kworker/44:1H-k [kworker/44:1H-kblockd]
    784       2 I<    246706     0  0.0 kworker/11:1H-k [kworker/11:1H-kblockd]
    785       2 I<    246706     0  0.0 kworker/27:1H-k [kworker/27:1H-kblockd]
    786       2 I<    246706     0  0.0 kworker/29:1H-k [kworker/29:1H-kblockd]
    787       2 I<    246706     0  0.0 kworker/31:1H-k [kworker/31:1H-kblockd]
    789       2 I<    246706     0  0.0 kworker/13:1H-k [kworker/13:1H-kblockd]
    790       2 I<    246706     0  0.0 kworker/25:1H-k [kworker/25:1H-kblockd]
    792       2 I<    246706     0  0.0 kworker/24:1H-k [kworker/24:1H-kblockd]
    793       2 I<    246706     0  0.0 kworker/22:1H-k [kworker/22:1H-kblockd]
    799       2 I<    246706     0  0.0 kworker/21:1H-k [kworker/21:1H-kblockd]
    800       2 I<    246706     0  0.0 kworker/35:1H-k [kworker/35:1H-kblockd]
    866       2 S     246705     0  0.0 jbd2/nvme0n1p16 [jbd2/nvme0n1p16-8]
    867       2 I<    246705     0  0.0 kworker/R-ext4- [kworker/R-ext4-rsv-conversion]
   1236       1 Ss    246698  5952  0.0 dbus-daemon     @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
   1244       1 Ss    246698 20736  0.0 networkd-dispat /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
   1253       1 Ss    246698 10244  0.0 systemd-logind  /usr/lib/systemd/systemd-logind
   1288       1 Ss+   246698  2216  0.0 agetty          /sbin/agetty -o -p -- \u --keep-baud 115200,57600,38400,9600 - vt220
   1331       1 Ss+   246698  2096  0.0 agetty          /sbin/agetty -o -p -- \u --noclear - linux
   1350       1 Ssl   246698 22884  0.0 unattended-upgr /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
   1643       1 Ssl   246695 23196  0.0 amazon-ssm-agen /snap/amazon-ssm-agent/13349/amazon-ssm-agent
   3898       2 I<    246393     0  0.0 kworker/R-tls-s [kworker/R-tls-strp]
   5574       2 I     240100     0  0.0 kworker/51:2-mm [kworker/51:2-mm_percpu_wq]
   6492       2 I     230496     0  0.0 kworker/30:0-mm [kworker/30:0-mm_percpu_wq]
  13106       2 I     224860     0  0.0 kworker/26:0-mm [kworker/26:0-mm_percpu_wq]
  14095       2 I     222696     0  0.0 kworker/57:2-ev [kworker/57:2-events]
  14211       2 I     221659     0  0.0 kworker/13:1-ev [kworker/13:1-events]
  26045       2 I     214707     0  0.0 kworker/58:2-ev [kworker/58:2-events]
  26077       1 Ss    214707  2020  0.0 acpid           /usr/sbin/acpid
  26101       1 S     214706  3864  0.0 chronyd         /usr/sbin/chronyd -F 1
  26103   26101 S     214706  2396  0.0 chronyd         /usr/sbin/chronyd -F 1
  26499       2 I     214700     0  0.0 kworker/25:0-ev [kworker/25:0-events]
  31099       1 Ssl   214689  4808  0.0 irqbalance      /usr/sbin/irqbalance
  31108       1 SLsl  214689 27292  0.0 multipathd      /sbin/multipathd -d -s
  31135       1 Ssl   214689 10332  0.0 polkitd         /usr/lib/polkit-1/polkitd --no-debug
  31164       1 Ssl   214689 12908  0.0 ModemManager    /usr/sbin/ModemManager
  31841       1 Ss    214676  2828  0.0 cron            /usr/sbin/cron -f -P
  33199       1 Ssl   214637 42912  0.0 snapd           /usr/lib/snapd/snapd
  34379       1 Ssl   214611  5792  0.0 rsyslogd        /usr/sbin/rsyslogd -n -iNONE
  35400       2 I     213681     0  0.0 kworker/52:0    [kworker/52:0]
  35817       2 I     208900     0  0.0 kworker/0:2-rcu [kworker/0:2-rcu_gp]
  37293       2 I     203480     0  0.0 kworker/46:2-ev [kworker/46:2-events]
  37546       2 I     202280     0  0.0 kworker/27:0-mm [kworker/27:0-mm_percpu_wq]
  37955       2 I     201746     0  0.0 kworker/24:0-cg [kworker/24:0-cgroup_free]
  40249       2 I     200490     0  0.0 kworker/30:1    [kworker/30:1]
  41795       2 I     194239     0  0.0 kworker/13:2    [kworker/13:2]
  42652       2 I     184880     0  0.0 kworker/32:2-mm [kworker/32:2-mm_percpu_wq]
  42910       2 I     181871     0  0.0 kworker/21:1-ev [kworker/21:1-events]
  43783       2 I     172880     0  0.0 kworker/9:0-eve [kworker/9:0-events]
  43902       2 I     171286     0  0.0 kworker/54:0    [kworker/54:0]
  44046       2 I     168680     0  0.0 kworker/20:0    [kworker/20:0]
  44608       2 I     163151     0  0.0 kworker/17:1-cg [kworker/17:1-cgroup_free]
  46744       2 I     153079     0  0.0 kworker/19:2-cg [kworker/19:2-cgroup_free]
  47537       2 I     145157     0  0.0 kworker/14:0    [kworker/14:0]
  48197       2 I     134779     0  0.0 kworker/17:2-ev [kworker/17:2-events]
  48294       2 I     133579     0  0.0 kworker/51:0    [kworker/51:0]
  48314       2 I     133280     0  0.0 kworker/59:2-cg [kworker/59:2-cgroup_free]
  48450       2 I     131480     0  0.0 kworker/22:2-ev [kworker/22:2-events]
  48459       2 I     130880     0  0.0 kworker/55:0    [kworker/55:0]
  48665       2 I     127880     0  0.0 kworker/63:0-mm [kworker/63:0-mm_percpu_wq]
  48802       2 I     123080     0  0.0 kworker/57:0    [kworker/57:0]
  48839       2 I     120680     0  0.0 kworker/23:0-ev [kworker/23:0-events]
  49286       2 I     120280     0  0.0 kworker/23:1    [kworker/23:1]
  49365       2 I     120080     0  0.0 kworker/56:0    [kworker/56:0]
  49379       2 I     119480     0  0.0 kworker/53:1-ev [kworker/53:1-events]
  49387       2 I     118880     0  0.0 kworker/33:2-ev [kworker/33:2-events]
  49432       2 I     117886     0  0.0 kworker/28:0    [kworker/28:0]
  49465       2 I     115880     0  0.0 kworker/44:2-cg [kworker/44:2-cgroup_release]
  49724       2 I     112280     0  0.0 kworker/3:1-eve [kworker/3:1-events]
  50270       2 I     111208     0  0.0 kworker/59:1    [kworker/59:1]
  50502       2 I     111051     0  0.0 kworker/29:2    [kworker/29:2]
  52136       2 I     109887     0  0.0 kworker/18:2    [kworker/18:2]
  52224       2 I     108590     0  0.0 kworker/15:0    [kworker/15:0]
  52338       2 I     107480     0  0.0 kworker/19:1-ev [kworker/19:1-events]
  52349       2 I     106880     0  0.0 kworker/60:1-ev [kworker/60:1-events]
  52446       2 I     102680     0  0.0 kworker/11:2-cg [kworker/11:2-cgroup_bpf_destroy]
  52642       2 I      99098     0  0.0 kworker/60:0    [kworker/60:0]
  52718       2 I      98539     0  0.0 kworker/32:1    [kworker/32:1]
  52837       2 I      96496     0  0.0 kworker/26:2    [kworker/26:2]
  52891       2 I      93979     0  0.0 kworker/7:2-cgr [kworker/7:2-cgroup_free]
  52934       2 I      92480     0  0.0 kworker/61:0-ev [kworker/61:0-events]
  53003       2 I      90680     0  0.0 kworker/62:0    [kworker/62:0]
  53059       2 I      88880     0  0.0 kworker/5:0     [kworker/5:0]
  53180       2 I      87742     0  0.0 kworker/58:0    [kworker/58:0]
  53184       2 I      87680     0  0.0 kworker/47:1-ev [kworker/47:1-events]
  53202       2 I      87251     0  0.0 kworker/53:0    [kworker/53:0]
  53218       2 I      87251     0  0.0 kworker/61:1    [kworker/61:1]
  53222       2 I      87080     0  0.0 kworker/27:1    [kworker/27:1]
  53285       2 I      87055     0  0.0 kworker/21:0    [kworker/21:0]
  53327       2 I      84680     0  0.0 kworker/22:1    [kworker/22:1]
  53547       2 I      79880     0  0.0 kworker/48:2-mm [kworker/48:2-mm_percpu_wq]
  53558       2 I      79699     0  0.0 kworker/31:0-cg [kworker/31:0-cgroup_free]
  53751       2 I      75286     0  0.0 kworker/3:0-cgr [kworker/3:0-cgroup_free]
  53770       2 I      75080     0  0.0 kworker/39:2-ev [kworker/39:2-events]
  53886       2 I      70999     0  0.0 kworker/33:0-cg [kworker/33:0-cgroup_release]
  53909       2 I      70699     0  0.0 kworker/11:1    [kworker/11:1]
  53926       2 I      69679     0  0.0 kworker/63:2-cg [kworker/63:2-cgroup_free]
  54082       2 I      69605     0  0.0 kworker/34:0-cg [kworker/34:0-cgroup_bpf_destroy]
  54093       2 I      69605     0  0.0 kworker/0:0-cgr [kworker/0:0-cgroup_free]
  54176       2 I      69591     0  0.0 kworker/1:1-eve [kworker/1:1-events]
  54454       2 I      69113     0  0.0 kworker/6:1-mm_ [kworker/6:1-mm_percpu_wq]
  54547       2 I      69014     0  0.0 kworker/35:1-mm [kworker/35:1-mm_percpu_wq]
  55928       2 I      67938     0  0.0 kworker/1:0-cgr [kworker/1:0-cgroup_free]
  56485       2 I      67627     0  0.0 kworker/34:2-ev [kworker/34:2-events]
  57742       2 I      66967     0  0.0 kworker/36:3-ev [kworker/36:3-events]
  58063       2 I      66763     0  0.0 kworker/40:1-cg [kworker/40:1-cgroup_free]
  58064       2 I      66763     0  0.0 kworker/40:3-mm [kworker/40:3-mm_percpu_wq]
  58097       2 I      66679     0  0.0 kworker/35:0-ev [kworker/35:0-events]
  59370       2 I      58068     0  0.0 kworker/38:3-mm [kworker/38:3-mm_percpu_wq]
  60501       2 I      53258     0  0.0 kworker/38:1    [kworker/38:1]
  61403       2 I      43879     0  0.0 kworker/6:2     [kworker/6:2]
  61549       2 I      43396     0  0.0 kworker/36:0-cg [kworker/36:0-cgroup_free]
  62077       1 Ss     42975  8452  0.0 sshd            sshd: /usr/sbin/sshd -D -o AuthorizedKeysCommand /usr/share/ec2-instance-connect/eic_run_authorized_keys %u %f -o AuthorizedKeysCommandUser ec2-instance-connect [listener] 0 of 10-100 startups
  62079       1 Ssl    42975 13944  0.0 udisksd         /usr/libexec/udisks2/udisksd
  62080       1 S<s    42975 27588  0.0 systemd-journal /usr/lib/systemd/systemd-journald
  62089       1 Ss     42975 13368  0.0 systemd-resolve /usr/lib/systemd/systemd-resolved
  62096       1 Ss     42975  8428  0.0 systemd-udevd   /usr/lib/systemd/systemd-udevd
  62098       2 I      42975     0  0.0 kworker/4:4-eve [kworker/4:4-events]
  62099       2 S      42975     0  0.0 psimon          [psimon]
  62100       1 Ss     42975  9816  0.0 systemd-network /usr/lib/systemd/systemd-networkd
  64172       2 I      41071     0  0.0 kworker/43:2-cg [kworker/43:2-cgroup_bpf_destroy]
  64173       2 I      41071     0  0.0 kworker/43:3-cg [kworker/43:3-cgroup_release]
  65325       2 I      41053     0  0.0 kworker/12:0    [kworker/12:0]
  65456       2 I      41040     0  0.0 kworker/48:0    [kworker/48:0]
  72249       2 I      33078     0  0.0 kworker/2:0-cgr [kworker/2:0-cgroup_free]
  76045       2 I      30690     0  0.0 kworker/2:2-eve [kworker/2:2-events]
  76439       2 I      29628     0  0.0 kworker/44:1-cg [kworker/44:1-cgroup_bpf_destroy]
  77084       2 I      29284     0  0.0 kworker/45:0    [kworker/45:0]
  79371       2 I      26119     0  0.0 kworker/49:2    [kworker/49:2]
  79753       2 I      25910     0  0.0 kworker/9:1-cgr [kworker/9:1-cgroup_release]
  80534       2 I      23686     0  0.0 kworker/4:0-cgr [kworker/4:0-cgroup_free]
  80659       2 I      21859     0  0.0 kworker/16:2    [kworker/16:2]
  80850       2 I      14737     0  0.0 kworker/25:2-ev [kworker/25:2-events]
  80859       2 I      14737     0  0.0 kworker/41:1-ev [kworker/41:1-events]
  80894       2 I      13999     0  0.0 kworker/47:2    [kworker/47:2]
  80925       2 I      12080     0  0.0 kworker/41:2-cg [kworker/41:2-cgroup_free]
  80988       2 I       9790     0  0.0 kworker/u256:3- [kworker/u256:3-events_unbound]
  81038       2 I       8111     0  0.0 kworker/10:2-ev [kworker/10:2-events]
  81048       2 I       7810     0  0.0 kworker/50:2    [kworker/50:2]
  81049       2 I       7788     0  0.0 kworker/u256:2- [kworker/u256:2-events_power_efficient]
  81096       2 I       4569     0  0.0 kworker/u256:0- [kworker/u256:0-flush-259:0]
  81145       2 I       2799     0  0.0 kworker/46:0    [kworker/46:0]
  81153       2 I       2499     0  0.0 kworker/8:1-mm_ [kworker/8:1-mm_percpu_wq]
  81181       2 I        680     0  0.0 kworker/8:0-cgr [kworker/8:0-cgroup_free]
  81392       2 I        521     0  0.0 kworker/37:2-cg [kworker/37:2-cgroup_free]
  81394       2 I        511     0  0.0 kworker/42:3-cg [kworker/42:3-cgroup_release]
  81399       2 I        510     0  0.0 kworker/8:3-cgr [kworker/8:3-cgroup_free]
  81584       2 I        299     0  0.0 kworker/44:0-cg [kworker/44:0-cgroup_release]
  81662       2 I        287     0  0.0 kworker/44:3-ev [kworker/44:3-events]
  81833       2 I        267     0  0.0 kworker/u256:1- [kworker/u256:1-kvfree_rcu_reclaim]
  81839       2 I        258     0  0.0 kworker/12:2-mm [kworker/12:2-mm_percpu_wq]
  81933       2 I        246     0  0.0 kworker/41:0-mm [kworker/41:0-mm_percpu_wq]
  82003       2 I        211     0  0.0 kworker/11:0-cg [kworker/11:0-cgroup_release]
  82080       2 I        197     0  0.0 kworker/11:3-mm [kworker/11:3-mm_percpu_wq]
  82085       2 I        197     0  0.0 kworker/8:2-cgr [kworker/8:2-cgroup_free]
  82163       2 I        133     0  0.0 kworker/37:0-cg [kworker/37:0-cgroup_free]
  82266       2 I        128     0  0.0 kworker/4:1-cgr [kworker/4:1-cgroup_free]
  82316       2 I        115     0  0.0 kworker/43:0    [kworker/43:0]
  82317       2 I        115     0  0.0 kworker/43:1-ev [kworker/43:1-events]
  82322       2 I        114     0  0.0 kworker/41:3    [kworker/41:3]
  82560       2 I         15     0  0.0 kworker/42:0-ev [kworker/42:0-events]
  82642       2 I          3     0  0.0 kworker/10:0-cg [kworker/10:0-cgroup_free]
  82643       2 I          3     0  0.0 kworker/10:3    [kworker/10:3]
  82647       2 I          3     0  0.0 kworker/9:2-eve [kworker/9:2-events]
  82648   62077 Ss         1 10636  0.0 sshd            sshd: ubuntu [priv]
  82651       2 S          0     0  0.0 psimon          [psimon]
  82653       1 Ss         0 11564  9.7 systemd         /usr/lib/systemd/systemd --user
  82654   82653 S          0  3572  0.0 (sd-pam)        (sd-pam)
  82711   82648 S          0  7272  0.0 sshd            sshd: ubuntu@notty
  82713       1 S          0  3600  0.0 bash            bash /home/ubuntu/jobs/max12_812_order2_u2_62_k00_v27_base4_r1_20260827T183300Z_r6a_source/cases/max12_812_order2_u2_62_k00_rank_compressed_atlas_v27_20260827/run_v27_base4_aws.sh /home/ubuntu/jobs/max12_812_order2_u2_62_k00_v27_base4_r1_20260827T183300Z_r6a_source /home/ubuntu/jobs/max12_812_order2_u2_62_k00_v27_base4_r1_20260827T183300Z_r6a max12_812_order2_u2_62_k00_v27_base4_r1_20260827T183300Z_r6a 402653184 21600 21000 cases/max12_812_order2_u2_62_k00_rank_compressed_atlas_v27_20260827/SOURCE_FREEZE_BASE4.sha256 7ffc61ba3aa1286205f3fc6e9f8b77792e3eff6f6790d91b737beb8d0f18d060 /home/ubuntu/jobs/max12_812_order2_u2_62_k00_v27_base4_r1_20260827T183300Z_r6a_source.tar.gz ec7763abf137a6e88032bca348c6802420b985c59d468f96fff31784c3f20597
  82733   82713 R          0  4380  0.0 ps              ps -eo pid,ppid,stat,etimes,rss,pcpu,comm,args
