factor_sha256	roles	raw_fibre	status
d6b836baa48c5f7feecf391d989bc42821cc6ec1fd5b6eadd9f1b9073484bd14	rank38_principal_open:inverted,selected_minor:zero	V(C*V^2*U + 8*C*U^4 - 1/2*V^4 - 7*V^2*U^3 + 8*U^6)	REQUIRES_ORIGINAL_SOURCE_REBUILD
