0	17315
1	17318
2	17321
3	17326
4	17331
5	17336
6	17340
7	17344
8	17349
9	17354
10	17359
11	17365
12	17369
13	17377
14	17380
15	17387
16	17391
17	17396
18	17399
19	17403
20	17407
21	17415
22	17419
23	17425
24	17429
25	17435
26	17440
