source	band	monomial	degree_in_auxiliaries	terms_over_Qy	expression
60	10	[0,1]	6	193	-966306*a10_0*q7_1 - 805255*a11_0 - 878460*a1_0*b3*q10_1 - 441045*a1_0*b3*q2_0**2 + 539055*a1_0*b3*q2_0*q7_1**2 + 1078110*a1_0*b3*q2_0*q8_1 + 798600*a1_0*b3*q3_0*q7_1 + 279510*a1_0*b3*q4_0 - 878460*a1_0*b3*q7_1*q9_1 - 439230*a1_0*b3*q8_1**2 + 219615*a1_0*q10_0 + 1323135*a1_0*q10_1*q2_0**3 - 2515590*a1_0*q10_1*q2_0*q4_0 - 1277760*a1_0*q10_1*q3_0**2 + 1098075*a1_0*q10_1*q6_0 - 2874960*a1_0*q11_0*q2_0*q3_0 + 1317690*a1_0*q11_0*q5_0 + 885735*a1_0*q2_0**5 - 1082565*a1_0*q2_0**4*q8_1 - 3849120*a1_0*q2_0**3*q3_0*q7_1 - 3367980*a1_0*q2_0**3*q4_0 - 5132160*a1_0*q2_0**2*q3_0**2 + 3528360*a1_0*q2_0**2*q3_0*q9_1 + 3087315*a1_0*q2_0**2*q4_0*q8_1 + 2646270*a1_0*q2_0**2*q5_0*q7_1 + 2205225*a1_0*q2_0**2*q6_0 + 3136320*a1_0*q2_0*q3_0**2*q8_1 + 5488560*a1_0*q2_0*q3_0*q4_0*q7_1 + 4704480*a1_0*q2_0*q3_0*q5_0 + 2401245*a1_0*q2_0*q4_0**2 - 2156220*a1_0*q2_0*q5_0*q9_1 - 1796850*a1_0*q2_0*q6_0*q8_1 - 1437480*a1_0*q2_0*q7_0*q7_1 - 1078110*a1_0*q2_0*q8_0 + 929280*a1_0*q3_0**3*q7_1 + 2439360*a1_0*q3_0**2*q4_0 - 2236080*a1_0*q3_0*q4_0*q9_1 - 1916640*a1_0*q3_0*q5_0*q8_1 - 1597200*a1_0*q3_0*q6_0*q7_1 - 1277760*a1_0*q3_0*q7_0 - 978285*a1_0*q4_0**2*q8_1 - 1677060*a1_0*q4_0*q5_0*q7_1 - 1397550*a1_0*q4_0*q6_0 - 718740*a1_0*q5_0**2 + 878460*a1_0*q7_0*q9_1 + 439230*a1_0*q7_1*q9_0 + 658845*a1_0*q8_0*q8_1 + 670824*a2_0*b3*q2_0*q7_1 + 223608*a2_0*b3*q3_0 - 614922*a2_0*b3*q7_1*q8_1 - 614922*a2_0*b3*q9_1 - 2683296*a2_0*q10_1*q2_0*q3_0 + 1229844*a2_0*q10_1*q5_0 - 1509354*a2_0*q11_0*q2_0**2 + 1434818*a2_0*q11_0*q4_0 - 1010394*a2_0*q2_0**4*q7_1 - 3592512*a2_0*q2_0**3*q3_0 + 1234926*a2_0*q2_0**3*q9_1 + 3293136*a2_0*q2_0**2*q3_0*q8_1 + 2881494*a2_0*q2_0**2*q4_0*q7_1 + 2469852*a2_0*q2_0**2*q5_0 + 2927232*a2_0*q2_0*q3_0**2*q7_1 + 5122656*a2_0*q2_0*q3_0*q4_0 - 2347884*a2_0*q2_0*q4_0*q9_1 - 2012472*a2_0*q2_0*q5_0*q8_1 - 1677060*a2_0*q2_0*q6_0*q7_1 - 1341648*a2_0*q2_0*q7_0 + 867328*a2_0*q3_0**3 - 1192576*a2_0*q3_0**2*q9_1 - 2087008*a2_0*q3_0*q4_0*q8_1 - 1788864*a2_0*q3_0*q5_0*q7_1 - 1490720*a2_0*q3_0*q6_0 - 913066*a2_0*q4_0**2*q7_1 - 1565256*a2_0*q4_0*q5_0 + 1024870*a2_0*q6_0*q9_1 + 819896*a2_0*q7_0*q8_1 + 614922*a2_0*q7_1*q8_0 + 409948*a2_0*q9_0 + 155727*a3_0*b3*q2_0 - 190333*a3_0*b3*q7_1**2 - 380666*a3_0*b3*q8_1 - 1401543*a3_0*q10_1*q2_0**2 + 1332331*a3_0*q10_1*q4_0 + 1522664*a3_0*q11_0*q3_0 - 938223*a3_0*q2_0**4 + 1146717*a3_0*q2_0**3*q8_1 + 3057912*a3_0*q2_0**2*q3_0*q7_1 + 2675673*a3_0*q2_0**2*q4_0 + 2718144*a3_0*q2_0*q3_0**2 - 2491632*a3_0*q2_0*q3_0*q9_1 - 2180178*a3_0*q2_0*q4_0*q8_1 - 1868724*a3_0*q2_0*q5_0*q7_1 - 1557270*a3_0*q2_0*q6_0 - 1107392*a3_0*q3_0**2*q8_1 - 1937936*a3_0*q3_0*q4_0*q7_1 - 1661088*a3_0*q3_0*q5_0 - 847847*a3_0*q4_0**2 + 1141998*a3_0*q5_0*q9_1 + 951665*a3_0*q6_0*q8_1 + 761332*a3_0*q7_0*q7_1 + 570999*a3_0*q8_0 - 175692*a4_0*b3*q7_1 + 1405536*a4_0*q10_1*q3_0 + 1581228*a4_0*q11_0*q2_0 + 1058508*a4_0*q2_0**3*q7_1 + 2822688*a4_0*q2_0**2*q3_0 - 1293732*a4_0*q2_0**2*q9_1 - 2299968*a4_0*q2_0*q3_0*q8_1 - 2012472*a4_0*q2_0*q4_0*q7_1 - 1724976*a4_0*q2_0*q5_0 - 1022208*a4_0*q3_0**2*q7_1 - 1788864*a4_0*q3_0*q4_0 + 1229844*a4_0*q4_0*q9_1 + 1054152*a4_0*q5_0*q8_1 + 878460*a4_0*q6_0*q7_1 + 702768*a4_0*q7_0 - 1610510*a6_0*q11_0 - 1078110*a6_0*q2_0**2*q7_1 - 1916640*a6_0*q2_0*q3_0 + 1317690*a6_0*q2_0*q9_1 + 1171280*a6_0*q3_0*q8_1 + 1024870*a6_0*q4_0*q7_1 + 878460*a6_0*q5_0 - 1449459*a7_0*q10_1 - 970299*a7_0*q2_0**2 + 1185921*a7_0*q2_0*q8_1 + 1054152*a7_0*q3_0*q7_1 + 922383*a7_0*q4_0 + 1054152*a8_0*q2_0*q7_1 + 937024*a8_0*q3_0 - 1288408*a8_0*q9_1 + 922383*a9_0*q2_0 - 1127357*a9_0*q8_1 - 1171280*b2*q11_1 + 106480*b2 - 1171280*b3*q10_1*q7_1 - 1171280*b3*q11_0 - 1411344*b3*q2_0**2*q7_1 - 1045440*b3*q2_0*q3_0 + 1533312*b3*q2_0*q7_1*q8_1 + 1533312*b3*q2_0*q9_1 + 596288*b3*q3_0*q7_1**2 + 1192576*b3*q3_0*q8_1 + 894432*b3*q4_0*q7_1 + 319440*b3*q5_0 - 1171280*b3*q8_1*q9_1 + 234256*q10_0*q7_1 + 3763584*q10_1*q2_0**2*q3_0 - 2299968*q10_1*q2_0*q5_0 - 2385152*q10_1*q3_0*q4_0 + 937024*q10_1*q7_0 + 1411344*q11_0*q2_0**3 - 2683296*q11_0*q2_0*q4_0 - 1362944*q11_0*q3_0**2 + 1171280*q11_0*q6_0 + 944784*q2_0**5*q7_1 + 4199040*q2_0**4*q3_0 - 1154736*q2_0**4*q9_1 - 4105728*q2_0**3*q3_0*q8_1 - 3592512*q2_0**3*q4_0*q7_1 - 3079296*q2_0**3*q5_0 - 5474304*q2_0**2*q3_0**2*q7_1 - 9580032*q2_0**2*q3_0*q4_0 + 3293136*q2_0**2*q4_0*q9_1 + 2822688*q2_0**2*q5_0*q8_1 + 2352240*q2_0**2*q6_0*q7_1 + 1881792*q2_0**2*q7_0 - 3244032*q2_0*q3_0**3 + 3345408*q2_0*q3_0**2*q9_1 + 5854464*q2_0*q3_0*q4_0*q8_1 + 5018112*q2_0*q3_0*q5_0*q7_1 + 4181760*q2_0*q3_0*q6_0 + 2561328*q2_0*q4_0**2*q7_1 + 4390848*q2_0*q4_0*q5_0 - 1916640*q2_0*q6_0*q9_1 - 1533312*q2_0*q7_0*q8_1 - 1149984*q2_0*q7_1*q8_0 - 766656*q2_0*q9_0 + 991232*q3_0**3*q8_1 + 2601984*q3_0**2*q4_0*q7_1 + 2230272*q3_0**2*q5_0 + 2276736*q3_0*q4_0**2 - 2044416*q3_0*q5_0*q9_1 - 1703680*q3_0*q6_0*q8_1 - 1362944*q3_0*q7_0*q7_1 - 1022208*q3_0*q8_0 - 1043504*q4_0**2*q9_1 - 1788864*q4_0*q5_0*q8_1 - 1490720*q4_0*q6_0*q7_1 - 1192576*q4_0*q7_0 - 766656*q5_0**2*q7_1 - 1277760*q5_0*q6_0 + 702768*q8_0*q9_1 + 468512*q8_1*q9_0
61	10	[0,0]	5	73	-79860*a1_0*b4*q10_1 - 40095*a1_0*b4*q2_0**2 + 49005*a1_0*b4*q2_0*q7_1**2 + 98010*a1_0*b4*q2_0*q8_1 + 72600*a1_0*b4*q3_0*q7_1 + 25410*a1_0*b4*q4_0 - 79860*a1_0*b4*q7_1*q9_1 - 39930*a1_0*b4*q8_1**2 + 79860*a1_0*q10_1*q7_1 + 79860*a1_0*q11_0 + 261360*a1_0*q11_1*q2_0*q3_0 - 119790*a1_0*q11_1*q5_0 + 80190*a1_0*q2_0**2*q7_1 + 53460*a1_0*q2_0*q3_0 - 98010*a1_0*q2_0*q7_1*q8_1 - 98010*a1_0*q2_0*q9_1 - 36300*a1_0*q3_0*q7_1**2 - 72600*a1_0*q3_0*q8_1 - 50820*a1_0*q4_0*q7_1 - 16335*a1_0*q5_0 + 79860*a1_0*q8_1*q9_1 + 60984*a2_0*b4*q2_0*q7_1 + 20328*a2_0*b4*q3_0 - 55902*a2_0*b4*q7_1*q8_1 - 55902*a2_0*b4*q9_1 + 55902*a2_0*q10_1 + 137214*a2_0*q11_1*q2_0**2 - 130438*a2_0*q11_1*q4_0 + 18711*a2_0*q2_0**2 - 30492*a2_0*q2_0*q7_1**2 - 60984*a2_0*q2_0*q8_1 - 40656*a2_0*q3_0*q7_1 - 11858*a2_0*q4_0 + 55902*a2_0*q7_1*q9_1 + 27951*a2_0*q8_1**2 + 14157*a3_0*b4*q2_0 - 17303*a3_0*b4*q7_1**2 - 34606*a3_0*b4*q8_1 - 138424*a3_0*q11_1*q3_0 - 28314*a3_0*q2_0*q7_1 - 6292*a3_0*q3_0 + 34606*a3_0*q7_1*q8_1 + 34606*a3_0*q9_1 - 15972*a4_0*b4*q7_1 - 143748*a4_0*q11_1*q2_0 + 7986*a4_0*q7_1**2 + 15972*a4_0*q8_1 + 146410*a6_0*q11_1 - 6655*a6_0 - 9680*b3 - 106480*b4*q10_1*q7_1 - 106480*b4*q11_0 - 128304*b4*q2_0**2*q7_1 - 95040*b4*q2_0*q3_0 + 139392*b4*q2_0*q7_1*q8_1 + 139392*b4*q2_0*q9_1 + 54208*b4*q3_0*q7_1**2 + 108416*b4*q3_0*q8_1 + 81312*b4*q4_0*q7_1 + 29040*b4*q5_0 - 106480*b4*q8_1*q9_1 - 139392*q10_1*q2_0 + 106480*q10_1*q8_1 + 106480*q11_0*q7_1 - 128304*q11_1*q2_0**3 + 243936*q11_1*q2_0*q4_0 + 123904*q11_1*q3_0**2 - 106480*q11_1*q6_0 - 46656*q2_0**3 + 64152*q2_0**2*q7_1**2 + 128304*q2_0**2*q8_1 + 190080*q2_0*q3_0*q7_1 + 66528*q2_0*q4_0 - 139392*q2_0*q7_1*q9_1 - 69696*q2_0*q8_1**2 + 33792*q3_0**2 - 108416*q3_0*q7_1*q8_1 - 108416*q3_0*q9_1 - 40656*q4_0*q7_1**2 - 81312*q4_0*q8_1 - 58080*q5_0*q7_1 - 19360*q6_0 + 53240*q9_1**2
52	9	[1,2]	1	3	66*a1_0*q11_1 - 7*a1_0 - 88*b4*q11_1 + 16*b4 + 88*q11_1*q7_1 - 24*q7_1
54	9	[0,2]	2	3	66*a1_0*b1*q11_1 - 7*a1_0*b1 - 88*b1*b4*q11_1 + 16*b1*b4 + 88*b1*q11_1*q7_1 - 24*b1*q7_1
