denominator	multiplicity	first_label	factorization
1	488820	normalizer	[]
U	1078	reduced_bezout	[('U', 1)]
U^2	674	reduced_weights	[('U', 2)]
U^3	408	reduced_weights	[('U', 3)]
U^4	228	reduced_weights	[('U', 4)]
U^5	126	reduced_weights	[('U', 5)]
U^6	54	reduced_weights	[('U', 6)]
U^7	12	first_multipliers	[('U', 7)]
