denominator	multiplicity	first_label	factorization
1	68662	first_normalized_pivots	[]
U	108	first_normalized_pivots	[('U', 1)]
U^2	163	first_normalized_pivots	[('U', 2)]
U^3	133	first_normalized_pivots	[('U', 3)]
U^4	78	first_normalized_pivots	[('U', 4)]
U^5	39	previous_normalized_pivots	[('U', 5)]
U^6	9	previous_normalized_pivots	[('U', 6)]
