snapshot_utc=2026-08-28T02:34:18Z
               total        used        free      shared  buff/cache   available
Mem:     532329013248  5163732992 527975358464     3104768  3208482816 527165280256
Swap:              0           0           0
    PID    PPID STAT ELAPSED   RSS %CPU COMMAND         COMMAND
    437       2 I<    275664     0  0.0 kworker/R-nvme- [kworker/R-nvme-delete-wq]
    438       2 I<    275664     0  0.0 kworker/R-nvme- [kworker/R-nvme-auth-wq]
    439       2 I<    275664     0  0.0 kworker/R-ena   [kworker/R-ena]
    444       2 I<    275664     0  0.0 kworker/R-mld   [kworker/R-mld]
    445       2 I<    275664     0  0.0 kworker/2:1H-kb [kworker/2:1H-kblockd]
    446       2 I<    275664     0  0.0 kworker/R-ipv6_ [kworker/R-ipv6_addrconf]
    447       2 I<    275664     0  0.0 kworker/R-kstrp [kworker/R-kstrp]
    456       2 I     275664     0  0.0 kworker/24:1-mm [kworker/24:1-mm_percpu_wq]
    467       2 I     275664     0  0.0 kworker/54:1-ev [kworker/54:1-events]
    468       2 I     275664     0  0.0 kworker/56:1-ev [kworker/56:1-events]
    476       2 I     275664     0  0.0 kworker/20:1-mm [kworker/20:1-mm_percpu_wq]
    479       2 I     275664     0  0.0 kworker/29:1-mm [kworker/29:1-mm_percpu_wq]
    481       2 I     275664     0  0.0 kworker/37:1-mm [kworker/37:1-mm_percpu_wq]
    484       2 I     275664     0  0.0 kworker/52:1-mm [kworker/52:1-mm_percpu_wq]
    488       2 I<    275664     0  0.0 kworker/u257:0  [kworker/u257:0]
    500       2 I<    275664     0  0.0 kworker/R-charg [kworker/R-charger_manager]
    501       2 S     275664     0  0.0 jbd2/nvme0n1p1- [jbd2/nvme0n1p1-8]
    502       2 I<    275664     0  0.0 kworker/R-ext4- [kworker/R-ext4-rsv-conversion]
    505       2 I<    275663     0  0.0 kworker/36:1H-k [kworker/36:1H-kblockd]
    506       2 I<    275663     0  0.0 kworker/47:1H-k [kworker/47:1H-kblockd]
    507       2 I     275663     0  0.0 kworker/15:1-ev [kworker/15:1-events]
    508       2 I<    275663     0  0.0 kworker/15:1H-k [kworker/15:1H-kblockd]
    529       2 I<    275663     0  0.0 kworker/60:1H-k [kworker/60:1H-kblockd]
    537       2 I<    275663     0  0.0 kworker/53:1H-k [kworker/53:1H-kblockd]
    539       2 I<    275663     0  0.0 kworker/55:1H-k [kworker/55:1H-kblockd]
    540       2 I     275663     0  0.0 kworker/55:1-mm [kworker/55:1-mm_percpu_wq]
    547       2 I     275663     0  0.0 kworker/10:1-mm [kworker/10:1-mm_percpu_wq]
    550       2 I     275663     0  0.0 kworker/7:1-mm_ [kworker/7:1-mm_percpu_wq]
    552       2 I     275663     0  0.0 kworker/62:1-mm [kworker/62:1-mm_percpu_wq]
    556       2 I     275663     0  0.0 kworker/5:1-mm_ [kworker/5:1-mm_percpu_wq]
    559       2 I     275663     0  0.0 kworker/39:1-mm [kworker/39:1-mm_percpu_wq]
    561       2 I     275663     0  0.0 kworker/31:1-mm [kworker/31:1-mm_percpu_wq]
    563       2 I<    275663     0  0.0 kworker/49:1H-k [kworker/49:1H-kblockd]
    565       2 I<    275663     0  0.0 kworker/51:1H-k [kworker/51:1H-kblockd]
    568       2 I<    275663     0  0.0 kworker/52:1H-k [kworker/52:1H-kblockd]
    569       2 I<    275663     0  0.0 kworker/54:1H-k [kworker/54:1H-kblockd]
    572       2 I<    275663     0  0.0 kworker/56:1H-k [kworker/56:1H-kblockd]
    574       2 I<    275663     0  0.0 kworker/57:1H-k [kworker/57:1H-kblockd]
    577       2 I<    275663     0  0.0 kworker/59:1H-k [kworker/59:1H-kblockd]
    579       2 I<    275663     0  0.0 kworker/61:1H-k [kworker/61:1H-kblockd]
    583       2 I<    275663     0  0.0 kworker/12:1H-k [kworker/12:1H-kblockd]
    587       2 I<    275663     0  0.0 kworker/46:1H-k [kworker/46:1H-kblockd]
    589       2 I<    275663     0  0.0 kworker/4:1H-kb [kworker/4:1H-kblockd]
    591       2 I<    275663     0  0.0 kworker/6:1H-kb [kworker/6:1H-kblockd]
    592       2 I<    275663     0  0.0 kworker/33:1H-k [kworker/33:1H-kblockd]
    594       2 I<    275663     0  0.0 kworker/34:1H-k [kworker/34:1H-kblockd]
    596       2 I<    275663     0  0.0 kworker/32:1H-k [kworker/32:1H-kblockd]
    600       2 I<    275663     0  0.0 kworker/43:1H-k [kworker/43:1H-kblockd]
    602       2 I<    275663     0  0.0 kworker/41:1H-k [kworker/41:1H-kblockd]
    619       2 I<    275663     0  0.0 kworker/23:1H-k [kworker/23:1H-kblockd]
    621       2 I<    275663     0  0.0 kworker/R-kmpat [kworker/R-kmpathd]
    622       2 I<    275663     0  0.0 kworker/R-kmpat [kworker/R-kmpath_handlerd]
    624       2 I<    275663     0  0.0 kworker/63:1H-k [kworker/63:1H-kblockd]
    625       2 I<    275663     0  0.0 kworker/48:1H-k [kworker/48:1H-kblockd]
    626       2 I<    275663     0  0.0 kworker/18:1H-k [kworker/18:1H-kblockd]
    627       2 I<    275663     0  0.0 kworker/28:1H-k [kworker/28:1H-kblockd]
    629       2 I<    275663     0  0.0 kworker/40:1H-k [kworker/40:1H-kblockd]
    635       2 I<    275663     0  0.0 kworker/38:1H-k [kworker/38:1H-kblockd]
    638       2 I<    275663     0  0.0 kworker/62:1H-k [kworker/62:1H-kblockd]
    640       2 I<    275663     0  0.0 kworker/42:1H-k [kworker/42:1H-kblockd]
    641       2 I<    275663     0  0.0 kworker/58:1H-k [kworker/58:1H-kblockd]
    645       2 I<    275663     0  0.0 kworker/3:1H-kb [kworker/3:1H-kblockd]
    658       2 I<    275662     0  0.0 kworker/16:1H-k [kworker/16:1H-kblockd]
    677       2 I<    275662     0  0.0 kworker/14:1H-k [kworker/14:1H-kblockd]
    690       2 I<    275662     0  0.0 kworker/37:1H-k [kworker/37:1H-kblockd]
    693       2 I<    275662     0  0.0 kworker/45:1H-k [kworker/45:1H-kblockd]
    701       2 I<    275662     0  0.0 kworker/1:1H-kb [kworker/1:1H-kblockd]
    707       2 I<    275662     0  0.0 kworker/50:1H-k [kworker/50:1H-kblockd]
    712       2 I<    275662     0  0.0 kworker/39:1H-k [kworker/39:1H-kblockd]
    713       2 I<    275662     0  0.0 kworker/10:1H-k [kworker/10:1H-kblockd]
    735       2 I<    275662     0  0.0 kworker/7:1H-kb [kworker/7:1H-kblockd]
    746       2 I<    275662     0  0.0 kworker/9:1H-kb [kworker/9:1H-kblockd]
    751       2 I<    275662     0  0.0 kworker/8:1H-kb [kworker/8:1H-kblockd]
    752       2 I<    275662     0  0.0 kworker/5:1H-kb [kworker/5:1H-kblockd]
    757       2 I<    275662     0  0.0 kworker/19:1H-k [kworker/19:1H-kblockd]
    758       2 I<    275662     0  0.0 kworker/26:1H-k [kworker/26:1H-kblockd]
    761       2 I<    275662     0  0.0 kworker/30:1H-k [kworker/30:1H-kblockd]
    766       2 I<    275662     0  0.0 kworker/17:1H-k [kworker/17:1H-kblockd]
    779       2 I<    275662     0  0.0 kworker/20:1H-k [kworker/20:1H-kblockd]
    780       2 I<    275662     0  0.0 kworker/44:1H-k [kworker/44:1H-kblockd]
    784       2 I<    275662     0  0.0 kworker/11:1H-k [kworker/11:1H-kblockd]
    785       2 I<    275662     0  0.0 kworker/27:1H-k [kworker/27:1H-kblockd]
    786       2 I<    275662     0  0.0 kworker/29:1H-k [kworker/29:1H-kblockd]
    787       2 I<    275662     0  0.0 kworker/31:1H-k [kworker/31:1H-kblockd]
    789       2 I<    275662     0  0.0 kworker/13:1H-k [kworker/13:1H-kblockd]
    790       2 I<    275662     0  0.0 kworker/25:1H-k [kworker/25:1H-kblockd]
    792       2 I<    275662     0  0.0 kworker/24:1H-k [kworker/24:1H-kblockd]
    793       2 I<    275662     0  0.0 kworker/22:1H-k [kworker/22:1H-kblockd]
    799       2 I<    275662     0  0.0 kworker/21:1H-k [kworker/21:1H-kblockd]
    800       2 I<    275662     0  0.0 kworker/35:1H-k [kworker/35:1H-kblockd]
    866       2 S     275662     0  0.0 jbd2/nvme0n1p16 [jbd2/nvme0n1p16-8]
    867       2 I<    275662     0  0.0 kworker/R-ext4- [kworker/R-ext4-rsv-conversion]
   1236       1 Ss    275654  5952  0.0 dbus-daemon     @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
   1244       1 Ss    275654 20736  0.0 networkd-dispat /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
   1253       1 Ss    275654 10244  0.0 systemd-logind  /usr/lib/systemd/systemd-logind
   1288       1 Ss+   275654  2216  0.0 agetty          /sbin/agetty -o -p -- \u --keep-baud 115200,57600,38400,9600 - vt220
   1331       1 Ss+   275654  2096  0.0 agetty          /sbin/agetty -o -p -- \u --noclear - linux
   1350       1 Ssl   275654 22884  0.0 unattended-upgr /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
   1643       1 Ssl   275652 22980  0.0 amazon-ssm-agen /snap/amazon-ssm-agent/13349/amazon-ssm-agent
   3898       2 I<    275350     0  0.0 kworker/R-tls-s [kworker/R-tls-strp]
   6492       2 I     259452     0  0.0 kworker/30:0-mm [kworker/30:0-mm_percpu_wq]
  13106       2 I     253817     0  0.0 kworker/26:0-mm [kworker/26:0-mm_percpu_wq]
  14095       2 I     251652     0  0.0 kworker/57:2-mm [kworker/57:2-mm_percpu_wq]
  14211       2 I     250615     0  0.0 kworker/13:1-mm [kworker/13:1-mm_percpu_wq]
  26045       2 I     243663     0  0.0 kworker/58:2-mm [kworker/58:2-mm_percpu_wq]
  26077       1 Ss    243663  2020  0.0 acpid           /usr/sbin/acpid
  26101       1 S     243663  3864  0.0 chronyd         /usr/sbin/chronyd -F 1
  26103   26101 S     243663  2396  0.0 chronyd         /usr/sbin/chronyd -F 1
  26499       2 I     243657     0  0.0 kworker/25:0-ev [kworker/25:0-events]
  31099       1 Ssl   243646  4808  0.0 irqbalance      /usr/sbin/irqbalance
  31108       1 SLsl  243646 27292  0.0 multipathd      /sbin/multipathd -d -s
  31135       1 Ssl   243646 10332  0.0 polkitd         /usr/lib/polkit-1/polkitd --no-debug
  31164       1 Ssl   243646 12908  0.0 ModemManager    /usr/sbin/ModemManager
  31841       1 Ss    243632  2828  0.0 cron            /usr/sbin/cron -f -P
  33199       1 Ssl   243593 42944  0.0 snapd           /usr/lib/snapd/snapd
  34379       1 Ssl   243567  5832  0.0 rsyslogd        /usr/sbin/rsyslogd -n -iNONE
  35817       2 I     237856     0  0.0 kworker/0:2-eve [kworker/0:2-events]
  37546       2 I     231236     0  0.0 kworker/27:0-mm [kworker/27:0-mm_percpu_wq]
  37955       2 I     230703     0  0.0 kworker/24:0-cg [kworker/24:0-cgroup_free]
  40249       2 I     229446     0  0.0 kworker/30:1    [kworker/30:1]
  42652       2 I     213836     0  0.0 kworker/32:2-mm [kworker/32:2-mm_percpu_wq]
  42910       2 I     210828     0  0.0 kworker/21:1-mm [kworker/21:1-mm_percpu_wq]
  43783       2 I     201836     0  0.0 kworker/9:0-eve [kworker/9:0-events]
  43902       2 I     200242     0  0.0 kworker/54:0    [kworker/54:0]
  44046       2 I     197636     0  0.0 kworker/20:0    [kworker/20:0]
  46744       2 I     182036     0  0.0 kworker/19:2-cg [kworker/19:2-cgroup_free]
  48197       2 I     163735     0  0.0 kworker/17:2-cg [kworker/17:2-cgroup_release]
  48314       2 I     162236     0  0.0 kworker/59:2-mm [kworker/59:2-mm_percpu_wq]
  48450       2 I     160436     0  0.0 kworker/22:2-mm [kworker/22:2-mm_percpu_wq]
  48665       2 I     156836     0  0.0 kworker/63:0-mm [kworker/63:0-mm_percpu_wq]
  48802       2 I     152036     0  0.0 kworker/57:0    [kworker/57:0]
  48839       2 I     149636     0  0.0 kworker/23:0-mm [kworker/23:0-mm_percpu_wq]
  49286       2 I     149236     0  0.0 kworker/23:1    [kworker/23:1]
  49365       2 I     149036     0  0.0 kworker/56:0    [kworker/56:0]
  49387       2 I     147836     0  0.0 kworker/33:2-mm [kworker/33:2-mm_percpu_wq]
  49432       2 I     146842     0  0.0 kworker/28:0    [kworker/28:0]
  50270       2 I     140164     0  0.0 kworker/59:1    [kworker/59:1]
  50502       2 I     140007     0  0.0 kworker/29:2    [kworker/29:2]
  52224       2 I     137546     0  0.0 kworker/15:0    [kworker/15:0]
  52349       2 I     135836     0  0.0 kworker/60:1-mm [kworker/60:1-mm_percpu_wq]
  52642       2 I     128055     0  0.0 kworker/60:0    [kworker/60:0]
  52718       2 I     127496     0  0.0 kworker/32:1    [kworker/32:1]
  52837       2 I     125452     0  0.0 kworker/26:2    [kworker/26:2]
  52891       2 I     122936     0  0.0 kworker/7:2-cgr [kworker/7:2-cgroup_free]
  52934       2 I     121436     0  0.0 kworker/61:0-mm [kworker/61:0-mm_percpu_wq]
  53003       2 I     119636     0  0.0 kworker/62:0    [kworker/62:0]
  53059       2 I     117836     0  0.0 kworker/5:0     [kworker/5:0]
  53180       2 I     116698     0  0.0 kworker/58:0    [kworker/58:0]
  53218       2 I     116207     0  0.0 kworker/61:1    [kworker/61:1]
  53222       2 I     116036     0  0.0 kworker/27:1    [kworker/27:1]
  53285       2 I     116011     0  0.0 kworker/21:0    [kworker/21:0]
  53327       2 I     113636     0  0.0 kworker/22:1    [kworker/22:1]
  53558       2 I     108656     0  0.0 kworker/31:0-cg [kworker/31:0-cgroup_free]
  53886       2 I      99956     0  0.0 kworker/33:0-cg [kworker/33:0-cgroup_release]
  53926       2 I      98636     0  0.0 kworker/63:2-cg [kworker/63:2-cgroup_free]
  54082       2 I      98562     0  0.0 kworker/34:0-cg [kworker/34:0-cgroup_bpf_destroy]
  54093       2 I      98561     0  0.0 kworker/0:0-cgr [kworker/0:0-cgroup_free]
  54176       2 I      98547     0  0.0 kworker/1:1-mm_ [kworker/1:1-mm_percpu_wq]
  54454       2 I      98069     0  0.0 kworker/6:1-mm_ [kworker/6:1-mm_percpu_wq]
  54547       2 I      97970     0  0.0 kworker/35:1-mm [kworker/35:1-mm_percpu_wq]
  55928       2 I      96895     0  0.0 kworker/1:0-cgr [kworker/1:0-cgroup_free]
  56485       2 I      96583     0  0.0 kworker/34:2-mm [kworker/34:2-mm_percpu_wq]
  57742       2 I      95924     0  0.0 kworker/36:3-mm [kworker/36:3-mm_percpu_wq]
  58063       2 I      95719     0  0.0 kworker/40:1-cg [kworker/40:1-cgroup_free]
  58064       2 I      95719     0  0.0 kworker/40:3-mm [kworker/40:3-mm_percpu_wq]
  58097       2 I      95636     0  0.0 kworker/35:0-ev [kworker/35:0-events]
  59370       2 I      87024     0  0.0 kworker/38:3-mm [kworker/38:3-mm_percpu_wq]
  60501       2 I      82215     0  0.0 kworker/38:1    [kworker/38:1]
  62077       1 Ss     71932  8452  0.0 sshd            sshd: /usr/sbin/sshd -D -o AuthorizedKeysCommand /usr/share/ec2-instance-connect/eic_run_authorized_keys %u %f -o AuthorizedKeysCommandUser ec2-instance-connect [listener] 0 of 10-100 startups
  62079       1 Ssl    71932 13976  0.0 udisksd         /usr/libexec/udisks2/udisksd
  62080       1 S<s    71932 30100  0.0 systemd-journal /usr/lib/systemd/systemd-journald
  62089       1 Ss     71932 13368  0.0 systemd-resolve /usr/lib/systemd/systemd-resolved
  62096       1 Ss     71932  8468  0.0 systemd-udevd   /usr/lib/systemd/systemd-udevd
  62099       2 S      71932     0  0.0 psimon          [psimon]
  62100       1 Ss     71932  9816  0.0 systemd-network /usr/lib/systemd/systemd-networkd
  72249       2 I      62035     0  0.0 kworker/2:0-cgr [kworker/2:0-cgroup_free]
  76045       2 I      59647     0  0.0 kworker/2:2-mm_ [kworker/2:2-mm_percpu_wq]
  77084       2 I      58240     0  0.0 kworker/45:0-mm [kworker/45:0-mm_percpu_wq]
  80659       2 I      50815     0  0.0 kworker/16:2-cg [kworker/16:2-cgroup_bpf_destroy]
  80850       2 I      43693     0  0.0 kworker/25:2-mm [kworker/25:2-mm_percpu_wq]
  80859       2 I      43693     0  0.0 kworker/41:1-mm [kworker/41:1-mm_percpu_wq]
  81038       2 I      37067     0  0.0 kworker/10:2-cg [kworker/10:2-cgroup_release]
  81153       2 I      31455     0  0.0 kworker/8:1-mm_ [kworker/8:1-mm_percpu_wq]
  81181       2 I      29636     0  0.0 kworker/8:0-cgr [kworker/8:0-cgroup_free]
  81394       2 I      29467     0  0.0 kworker/42:3-cg [kworker/42:3-cgroup_release]
  81933       2 I      29203     0  0.0 kworker/41:0-ev [kworker/41:0-events]
  82080       2 I      29154     0  0.0 kworker/11:3-mm [kworker/11:3-mm_percpu_wq]
  82266       2 I      29084     0  0.0 kworker/4:1-mm_ [kworker/4:1-mm_percpu_wq]
  82316       2 I      29071     0  0.0 kworker/43:0-mm [kworker/43:0-mm_percpu_wq]
  82317       2 I      29071     0  0.0 kworker/43:1-ev [kworker/43:1-events]
  82560       2 I      28971     0  0.0 kworker/42:0-mm [kworker/42:0-mm_percpu_wq]
  82647       2 I      28960     0  0.0 kworker/9:2-eve [kworker/9:2-events]
  83383       2 I      28001     0  0.0 kworker/12:2-ev [kworker/12:2-events]
  83516       2 I      27970     0  0.0 kworker/14:3-cg [kworker/14:3-cgroup_release]
  83702       2 I      27935     0  0.0 kworker/48:1-mm [kworker/48:1-mm_percpu_wq]
  83915       2 I      27448     0  0.0 kworker/11:0-cg [kworker/11:0-cgroup_release]
  84760       2 I      27073     0  0.0 kworker/13:0    [kworker/13:0]
  84778       2 I      26636     0  0.0 kworker/44:1-ev [kworker/44:1-events]
  84977       2 I      26575     0  0.0 kworker/14:0-ev [kworker/14:0-events]
  85465       2 I      26269     0  0.0 kworker/17:1-mm [kworker/17:1-mm_percpu_wq]
  85470       2 I      26269     0  0.0 kworker/44:0-mm [kworker/44:0-mm_percpu_wq]
  85656       2 I      24996     0  0.0 kworker/46:3-ev [kworker/46:3-events]
  85788       2 I      24984     0  0.0 kworker/47:0-mm [kworker/47:0-mm_percpu_wq]
  86490       2 I      23669     0  0.0 kworker/51:0-mm [kworker/51:0-mm_percpu_wq]
  86599       2 I      23197     0  0.0 kworker/49:2-mm [kworker/49:2-mm_percpu_wq]
  87152       2 I      23055     0  0.0 kworker/18:2-cg [kworker/18:2-cgroup_release]
  87630       2 I      22196     0  0.0 kworker/48:0-ev [kworker/48:0-events]
  87786       2 I      22036     0  0.0 kworker/55:2-cg [kworker/55:2-cgroup_free]
  87951       2 I      21982     0  0.0 kworker/53:0    [kworker/53:0]
  88156       2 I      21508     0  0.0 kworker/19:0-mm [kworker/19:0-mm_percpu_wq]
  88258       2 I      21353     0  0.0 kworker/46:1-mm [kworker/46:1-mm_percpu_wq]
  88420       2 I      21336     0  0.0 kworker/16:0-ev [kworker/16:0-events]
  88516       2 I      21294     0  0.0 kworker/18:1-mm [kworker/18:1-mm_percpu_wq]
  88729       2 I      21219     0  0.0 kworker/49:0-cg [kworker/49:0-cgroup_bpf_destroy]
  88805       2 I      21194     0  0.0 kworker/51:1-cg [kworker/51:1-cgroup_free]
  89142       2 I      21115     0  0.0 kworker/52:2    [kworker/52:2]
  89290       2 I      21078     0  0.0 kworker/53:2-mm [kworker/53:2-mm_percpu_wq]
  89606       2 S      21002     0  0.0 psimon          [psimon]
  89608       1 Ss     21002 11560  0.0 systemd         /usr/lib/systemd/systemd --user
  89609   89608 S      21002  3592  0.0 (sd-pam)        (sd-pam)
  89688       1 S      21002  3668  0.0 bash            bash /home/ubuntu/jobs/max12_812_order2_u2_62_k00_v27_alt_full_p6_rank2_r1_20260827T203900Z_r6a_source/cases/max12_812_order2_u2_62_k00_rank_compressed_atlas_v27_20260827/run_v27_full_p6_rank2_chart_alt_aws.sh /home/ubuntu/jobs/max12_812_order2_u2_62_k00_v27_alt_full_p6_rank2_r1_20260827T203900Z_r6a_source /home/ubuntu/jobs/max12_812_order2_u2_62_k00_v27_alt_full_p6_rank2_r1_20260827T203900Z_r6a max12_812_order2_u2_62_k00_v27_alt_full_p6_rank2_r1_20260827T203900Z_r6a 402653184 21600 21000 cases/max12_812_order2_u2_62_k00_rank_compressed_atlas_v27_20260827/SOURCE_FREEZE_FULL_P6_RANK2_CHART_ALTERNATIVE.sha256 f149a179df7ad7f78be0d9451be92f045ce3f3829e651cbde831cd0f7febfd23 /home/ubuntu/jobs/max12_812_order2_u2_62_k00_v27_alt_full_p6_rank2_r1_20260827T203900Z_r6a_source.tar.gz a25288cc0d70e7eb9d27c557bc0ebacb961035e07d18f7cff3c9613a644b866a
  90474       2 I      16553     0  0.0 kworker/37:2    [kworker/37:2]
  90626       2 I      12956     0  0.0 kworker/39:0    [kworker/39:0]
  90634       2 I      12655     0  0.0 kworker/45:1    [kworker/45:1]
  90806       2 I       9286     0  0.0 kworker/u256:2- [kworker/u256:2-events_power_efficient]
  90901       2 I       8816     0  0.0 kworker/36:1    [kworker/36:1]
  91132       2 I       7240     0  0.0 kworker/4:2     [kworker/4:2]
  91276       2 I       4436     0  0.0 kworker/3:2-mm_ [kworker/3:2-mm_percpu_wq]
  91296       2 I       4076     0  0.0 kworker/3:0-cgr [kworker/3:0-cgroup_free]
  91307       2 I       4076     0  0.0 kworker/12:0    [kworker/12:0]
  91420       2 I       3775     0  0.0 kworker/47:2    [kworker/47:2]
  91438       2 I       2626     0  0.0 kworker/u256:0- [kworker/u256:0-events_power_efficient]
  91514       2 I       1521     0  0.0 kworker/6:2     [kworker/6:2]
  91518       2 I       1436     0  0.0 kworker/50:0-cg [kworker/50:0-cgroup_free]
  91531       2 I        836     0  0.0 kworker/50:2-mm [kworker/50:2-mm_percpu_wq]
  91532       2 I        826     0  0.0 kworker/u256:3- [kworker/u256:3-events_power_efficient]
  91540       2 I        256     0  0.0 kworker/50:1-cg [kworker/50:1-cgroup_release]
  91541       2 I        225     0  0.0 kworker/u256:1  [kworker/u256:1]
  91549       1 Ssl      176 45236  0.0 fwupd           /usr/libexec/fwupd/fwupd
  91564       2 I        176     0  0.0 kworker/3:1     [kworker/3:1]
  91569   89688 R          0  4384  100 ps              ps -eo pid,ppid,stat,etimes,rss,pcpu,comm,args
