K7_B10_Q0	172.30.0.9	MODULAR_UNIT	1	21.798	341.486	79	261	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B10_Q1	172.30.0.88	MODULAR_UNIT	1	40.207	232.162	78	255	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B11_Q0	172.30.0.60	MODULAR_UNIT	1	25.314	599.07	86	281	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B11_Q1	172.30.0.246	MODULAR_UNIT	1	19.154	733.835	85	275	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B12_Q0	172.30.0.9	MODULAR_UNIT	1	4.943	1558.711	93	301	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B12_Q1	172.30.0.88	MODULAR_UNIT	1	3.748	1090.75	92	295	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B13_Q0	172.30.0.60	MODULAR_UNIT	1	6.436	2129.967	100	325	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B13_Q1	172.30.0.246	MODULAR_UNIT	1	6.393	2455.451	99	317	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B6_Q0	172.30.0.9	RUNNING	.	1521.979	0.745	51	180	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B6_Q1	172.30.0.88	MODULAR_UNIT	1	192.956	0.597	50	174	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B7_Q0	172.30.0.60	MODULAR_UNIT	1	884.362	5.553	58	200	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B7_Q1	172.30.0.246	RUNNING	.	1313.96	4.071	57	194	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B8_Q0	172.30.0.9	RUNNING	.	1219.288	33.976	65	221	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B8_Q1	172.30.0.88	RUNNING	.	1503.839	24.448	64	215	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B9_Q0	172.30.0.60	RUNNING	.	1817.038	110.622	72	241	RUNNING	.	0	0	PENDING	.	.	.	.
K7_B9_Q1	172.30.0.246	MODULAR_UNIT	1	257.605	110.465	71	235	RUNNING	.	0	0	PENDING	.	.	.	.
K8_B10_Q0	172.30.0.9	RUNNING	.	.	.	.	.	RUNNING	.	.	0	PENDING	.	.	.	.
K8_B10_Q1	172.30.0.88	RUNNING	.	1402.821	1676.806	89	307	RUNNING	.	0	0	PENDING	.	.	.	.
K8_B11_Q0	172.30.0.60	RUNNING	.	.	.	.	.	RUNNING	.	.	0	PENDING	.	.	.	.
K8_B11_Q1	172.30.0.246	RUNNING	.	.	.	.	.	RUNNING	.	.	0	PENDING	.	.	.	.
K8_B12_Q0	172.30.0.9	RUNNING	.	.	.	.	.	RUNNING	.	.	0	PENDING	.	.	.	.
