source_index	h_power	gamma_power	pi_power	total_degree	nterms	primitive_Q[y]	A_t_section
5	0	0	1	9	4	561593000000*q3_0**2*q4_1**3*q5_1 - 300478600000*q3_0**2*q4_1**3 + 33073364692000*q3_0*q4_1**6*q5_1 - 11279472938400*q3_0*q4_1**6 - 99695603783005*q4_1**9*q5_1 + 1711120756601*q4_1**9 - 7840000000*q5_1 + 1254400000	-561593*q3_0**2*q4_1**3*q5_1/224 + 1502393*q3_0**2*q4_1**3/1120 - 8268341173*q3_0*q4_1**6*q5_1/56000 + 14099341173*q3_0*q4_1**6/280000 + 19939120756601*q4_1**9*q5_1/44800000 - 1711120756601*q4_1**9/224000000 + 35*q5_1 - 28/5
11	1	0	1	8	3	19789800000*q3_0**2*q4_1**2*q5_1 - 6309960000*q3_0**2*q4_1**2 + 1672695694000*q3_0*q4_1**5*q5_1 - 738299138800*q3_0*q4_1**5 + 10093630693345*q4_1**8*q5_1 - 4527526138669*q4_1**8	98949*q3_0**2*q4_1**2*q5_1/112 - 157749*q3_0**2*q4_1**2/560 + 836347847*q3_0*q4_1**5*q5_1/11200 - 1845747847*q3_0*q4_1**5/56000 + 2018726138669*q4_1**8*q5_1/4480000 - 4527526138669*q4_1**8/22400000
17	2	0	1	7	3	63000000*q3_0**2*q4_1*q5_1 - 12600000*q3_0**2*q4_1 - 3006238000*q3_0*q4_1**4*q5_1 + 825247600*q3_0*q4_1**4 + 21571960135*q4_1**7*q5_1 - 4034392027*q4_1**7	1575*q3_0**2*q4_1*q5_1/8 - 315*q3_0**2*q4_1/8 - 1503119*q3_0*q4_1**4*q5_1/160 + 2063119*q3_0*q4_1**4/800 + 4314392027*q4_1**7*q5_1/64000 - 4034392027*q4_1**7/320000
22	3	0	1	6	3	200000*q3_0**2*q5_1 - 40000*q3_0**2 + 36646000*q3_0*q4_1**3*q5_1 - 16129200*q3_0*q4_1**3 + 249105445*q4_1**6*q5_1 - 101821089*q4_1**6	-175*q3_0**2*q5_1/4 + 35*q3_0**2/4 - 128261*q3_0*q4_1**3*q5_1/16 + 282261*q3_0*q4_1**3/80 - 348747623*q4_1**6*q5_1/6400 + 712747623*q4_1**6/32000
