source_index	h_power	gamma_power	pi_power	total_degree	nterms	primitive_Q[y]	A_t_section
5	0	0	1	9	5	9800000000*q3_0**3*q5_1 - 1960000000*q3_0**3 + 728416200000*q3_0**2*q4_1**3*q5_1 - 114323240000*q3_0**2*q4_1**3 - 35593001893000*q3_0*q4_1**6*q5_1 + 6648200378600*q3_0*q4_1**6 + 402174893275755*q4_1**9*q5_1 - 89842978655151*q4_1**9 + 15680000000*q5_1 - 2508800000	175*q3_0**3*q5_1/8 - 35*q3_0**3/8 + 3642081*q3_0**2*q4_1**3*q5_1/2240 - 2858081*q3_0**2*q4_1**3/11200 - 35593001893*q3_0*q4_1**6*q5_1/448000 + 33241001893*q3_0*q4_1**6/2240000 + 80434978655151*q4_1**9*q5_1/89600000 - 89842978655151*q4_1**9/448000000 + 35*q5_1 - 28/5
12	1	0	0	6	3	200000*q3_0**2*q5_1 - 40000*q3_0**2 + 14646000*q3_0*q4_1**3*q5_1 - 7329200*q3_0*q4_1**3 + 119105445*q4_1**6*q5_1 - 49821089*q4_1**6	35*q3_0**2*q5_1 - 7*q3_0**2 + 51261*q3_0*q4_1**3*q5_1/20 - 128261*q3_0*q4_1**3/100 + 166747623*q4_1**6*q5_1/8000 - 348747623*q4_1**6/40000
11	1	0	1	8	3	366500000*q3_0**2*q4_1**2*q5_1 - 220300000*q3_0**2*q4_1**2 + 28746710000*q3_0*q4_1**5*q5_1 - 9424342000*q3_0*q4_1**5 + 41262978965*q4_1**8*q5_1 - 37652595793*q4_1**8	3665*q3_0**2*q4_1**2*q5_1/14 - 2203*q3_0**2*q4_1**2/14 + 2874671*q3_0*q4_1**5*q5_1/140 - 4712171*q3_0*q4_1**5/700 + 8252595793*q4_1**8*q5_1/280000 - 37652595793*q4_1**8/1400000
17	2	0	1	7	3	700000*q3_0**2*q4_1*q5_1 - 140000*q3_0**2*q4_1 - 7065000*q3_0*q4_1**4*q5_1 - 1649500*q3_0*q4_1**4 + 299398315*q4_1**7*q5_1 - 86129663*q4_1**7	280*q3_0**2*q4_1*q5_1 - 56*q3_0**2*q4_1 - 2826*q3_0*q4_1**4*q5_1 - 3299*q3_0*q4_1**4/5 + 59879663*q4_1**7*q5_1/500 - 86129663*q4_1**7/2500
