filename	bytes	sha256	ended_utc	http	url
sources/collision-compare.json	165847	dfe9a1fbfe2ca42a181d3510a4b6165da15c737c2e962b1303a0b9e8db7c61e9	2026-09-07T07:38:50Z	200	https://api.github.com/repos/what-social-construct/jacobian-collision-geometry/compare/0f1f2c8c...2e40066e722b601157885fd2a8264569be3ea2b8
sources/collision-readme.md	5680	bcce9a28abd1d843b0bf1fd70fa05ff7e288b8e3a0007bed839c920c143847fe	2026-09-07T07:38:49Z	200	https://raw.githubusercontent.com/what-social-construct/jacobian-collision-geometry/2e40066e722b601157885fd2a8264569be3ea2b8/README.md
sources/roy-readme.md	2573	5caefbcc059b2bf244e11ce2f8c91d55b3222a373834b2982056d737eb6b6285	2026-09-07T07:38:49Z	200	https://raw.githubusercontent.com/royvanrijn/jacobian-research/a293bd94849d1131eae971c6c274323f02f14fc4/README.md
sources/roy-status.md	2034582	4b577876d04bc2a59ed8cf6187c37cc4ea43c016f2bee51351027bad830b19b4	2026-09-07T07:38:49Z	200	https://raw.githubusercontent.com/royvanrijn/jacobian-research/a293bd94849d1131eae971c6c274323f02f14fc4/STATUS.md
sources/strinz75-head.json	3308	25ea184c8dc37cec934653636df8dfdfda6396ad669f8b61f721676c286e736d	2026-09-07T07:38:50Z	200	https://api.github.com/repos/wstrinz/plane-jacobian-75-125/commits?per_page=1
sources/strinz75-branches.json	211	88dbbc42af909cd630f2aaf1a4638a0c599c7ee58d5d381fb1e6af8b148c83f9	2026-09-07T07:38:50Z	200	https://api.github.com/repos/wstrinz/plane-jacobian-75-125/branches?per_page=100
sources/ipitch-head.json	1634	8c9810dd96dad99ee16c11ef2600f5c55909fdb322447a12eaa094f0a28f452f	2026-09-07T07:38:50Z	200	https://api.github.com/repos/ipitchford/hc4-five-support-structural-reductions/commits?per_page=1
sources/vandobben-abs.html	39571	14b898eb6e91808f7a387108f6e5f8ef6a0c4626f457d5b919129adceffac77b	2026-09-07T07:38:49Z	200	https://arxiv.org/abs/2608.27341v1
sources/vandobben-paper.pdf	261651	ad2b2f112a5c61b101758cd45f38339a69a7e3ce6343dfa81e87f784298298c6	2026-09-07T07:38:50Z	200	https://arxiv.org/pdf/2608.27341v1
sources/broad-github-issues.json	25052	1bf6b3ba6f5e77d90c1a9e4839827396b41533ddd2cf60253061d69c8ef7c1a5	2026-09-07T07:38:50Z	200	https://api.github.com/search/issues?q=%22Jacobian+conjecture%22+updated:%3E2026-09-06&sort=updated&per_page=100
sources/new-sma-issues.json	2	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	2026-09-07T07:38:50Z	200	https://api.github.com/repos/vibemathing/problem-um-sma-016-the-jacobian-conjecture-a73a596a/issues?state=all&per_page=100
sources/new-opg-issues.json	2	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	2026-09-07T07:38:50Z	200	https://api.github.com/repos/vibemathing/problem-um-opg-1768-jacobian-conjecture-2b59cb7e/issues?state=all&per_page=100
sources/new-sma-context.md	12418	118af02abe87cf739c18a7cb785a743d1d14e606f1477fab54d690de120db244	2026-09-07T07:38:50Z	200	https://raw.githubusercontent.com/vibemathing/problem-um-sma-016-the-jacobian-conjecture-a73a596a/d84b710a75f216d43a57fadac17bd2b18540498e/WEB_CONTEXT_BUNDLE.md
sources/new-opg-context.md	12567	215b51c78f7bd1b58be62792c0b7e46a90a3cfda63611b6aa6d1f33ccbefe242	2026-09-07T07:38:50Z	200	https://raw.githubusercontent.com/vibemathing/problem-um-opg-1768-jacobian-conjecture-2b59cb7e/a11f82c94cf1018225b859ac1cd7e1a3384c5ab8/WEB_CONTEXT_BUNDLE.md
sources/author-Orevkov.xml	14215	a88b75eb8194d35c5351cb617929dda4b988798b6868d6be01207a7e96b3b9a5	2026-09-07T07:38:50Z	200	https://export.arxiv.org/api/query?search_query=au:Orevkov&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
